cnae_5digit,cnae_5digit_clean,cnae_class,cnae_group,cnae_division,cnae_section,cnae_class_name,survey_classification_code,survey_classification_name,source_survey,coverage_status,notes
2019-3/01,2019301,20.19-3,20.1,20,C,Fabricação de produtos químicos inorgânicos não especificados anteriormente,20,Fabricação de produtos químicos,PIA,covered,PIA (tabela 5548) — divisao 20
2019-3/99,2019399,20.19-3,20.1,20,C,Fabricação de produtos químicos inorgânicos não especificados anteriormente,20,Fabricação de produtos químicos,PIA,covered,PIA (tabela 5548) — divisao 20
2021-5/00,2021500,20.21-5,20.2,20,C,Fabricação de produtos petroquímicos básicos,20,Fabricação de produtos químicos,PIA,covered,PIA (tabela 5548) — divisao 20
2022-3/00,2022300,20.22-3,20.2,20,C,"Fabricação de intermediários para plastificantes, resinas e fibras",20,Fabricação de produtos químicos,PIA,covered,PIA (tabela 5548) — divisao 20
2029-1/00,2029100,20.29-1,20.2,20,C,Fabricação de produtos químicos orgânicos não especificados anteriormente,20,Fabricação de produtos químicos,PIA,covered,PIA (tabela 5548) — divisao 20
2031-2/00,2031200,20.31-2,20.3,20,C,Fabricação de resinas termoplásticas,20,Fabricação de produtos químicos,PIA,covered,PIA (tabela 5548) — divisao 20
2032-1/00,2032100,20.32-1,20.3,20,C,Fabricação de resinas termofixas,20,Fabricação de produtos químicos,PIA,covered,PIA (tabela 5548) — divisao 20
2033-9/00,2033900,20.33-9,20.3,20,C,Fabricação de elastômeros,20,Fabricação de produtos químicos,PIA,covered,PIA (tabela 5548) — divisao 20
2040-1/00,2040100,20.40-1,20.4,20,C,Fabricação de fibras artificiais e sintéticas,20,Fabricação de produtos químicos,PIA,covered,PIA (tabela 5548) — divisao 20
2051-7/00,2051700,20.51-7,20.5,20,C,Fabricação de defensivos agrícolas,20,Fabricação de produtos químicos,PIA,covered,PIA (tabela 5548) — divisao 20
2052-5/00,2052500,20.52-5,20.5,20,C,Fabricação de desinfestantes domissanitários,20,Fabricação de produtos químicos,PIA,covered,PIA (tabela 5548) — divisao 20
2061-4/00,2061400,20.61-4,20.6,20,C,Fabricação de sabões e detergentes sintéticos,20,Fabricação de produtos químicos,PIA,covered,PIA (tabela 5548) — divisao 20
2062-2/00,2062200,20.62-2,20.6,20,C,Fabricação de produtos de limpeza e polimento,20,Fabricação de produtos químicos,PIA,covered,PIA (tabela 5548) — divisao 20
2063-1/00,2063100,20.63-1,20.6,20,C,"Fabricação de cosméticos, produtos de perfumaria e de higiene pessoal",20,Fabricação de produtos químicos,PIA,covered,PIA (tabela 5548) — divisao 20
2071-1/00,2071100,20.71-1,20.7,20,C,"Fabricação de tintas, vernizes, esmaltes e lacas",20,Fabricação de produtos químicos,PIA,covered,PIA (tabela 5548) — divisao 20
2072-0/00,2072000,20.72-0,20.7,20,C,Fabricação de tintas de impressão,20,Fabricação de produtos químicos,PIA,covered,PIA (tabela 5548) — divisao 20
2073-8/00,2073800,20.73-8,20.7,20,C,"Fabricação de impermeabilizantes, solventes e produtos afins",20,Fabricação de produtos químicos,PIA,covered,PIA (tabela 5548) — divisao 20
2091-6/00,2091600,20.91-6,20.9,20,C,Fabricação de adesivos e selantes,20,Fabricação de produtos químicos,PIA,covered,PIA (tabela 5548) — divisao 20
2092-4/01,2092401,20.92-4,20.9,20,C,Fabricação de explosivos,20,Fabricação de produtos químicos,PIA,covered,PIA (tabela 5548) — divisao 20
2092-4/02,2092402,20.92-4,20.9,20,C,Fabricação de explosivos,20,Fabricação de produtos químicos,PIA,covered,PIA (tabela 5548) — divisao 20
2092-4/03,2092403,20.92-4,20.9,20,C,Fabricação de explosivos,20,Fabricação de produtos químicos,PIA,covered,PIA (tabela 5548) — divisao 20
2093-2/00,2093200,20.93-2,20.9,20,C,Fabricação de aditivos de uso industrial,20,Fabricação de produtos químicos,PIA,covered,PIA (tabela 5548) — divisao 20
2094-1/00,2094100,20.94-1,20.9,20,C,Fabricação de catalisadores,20,Fabricação de produtos químicos,PIA,covered,PIA (tabela 5548) — divisao 20
2099-1/01,2099101,20.99-1,20.9,20,C,Fabricação de produtos químicos não especificados anteriormente,20,Fabricação de produtos químicos,PIA,covered,PIA (tabela 5548) — divisao 20
2099-1/99,2099199,20.99-1,20.9,20,C,Fabricação de produtos químicos não especificados anteriormente,20,Fabricação de produtos químicos,PIA,covered,PIA (tabela 5548) — divisao 20
2110-6/00,2110600,21.10-6,21.1,21,C,Fabricação de produtos farmoquímicos,21,Fabricação de produtos farmoquímicos e farmacêuticos,PIA,covered,PIA (tabela 5548) — divisao 21
2121-1/01,2121101,21.21-1,21.2,21,C,Fabricação de medicamentos para uso humano,21,Fabricação de produtos farmoquímicos e farmacêuticos,PIA,covered,PIA (tabela 5548) — divisao 21
2121-1/02,2121102,21.21-1,21.2,21,C,Fabricação de medicamentos para uso humano,21,Fabricação de produtos farmoquímicos e farmacêuticos,PIA,covered,PIA (tabela 5548) — divisao 21
2121-1/03,2121103,21.21-1,21.2,21,C,Fabricação de medicamentos para uso humano,21,Fabricação de produtos farmoquímicos e farmacêuticos,PIA,covered,PIA (tabela 5548) — divisao 21
2122-0/00,2122000,21.22-0,21.2,21,C,Fabricação de medicamentos para uso veterinário,21,Fabricação de produtos farmoquímicos e farmacêuticos,PIA,covered,PIA (tabela 5548) — divisao 21
2123-8/00,2123800,21.23-8,21.2,21,C,Fabricação de preparações farmacêuticas,21,Fabricação de produtos farmoquímicos e farmacêuticos,PIA,covered,PIA (tabela 5548) — divisao 21
2211-1/00,2211100,22.11-1,22.1,22,C,Fabricação de pneumáticos e de câmaras-de-ar,22,Fabricação de produtos de borracha e de material plástico,PIA,covered,PIA (tabela 5548) — divisao 22
2212-9/00,2212900,22.12-9,22.1,22,C,Reforma de pneumáticos usados,22,Fabricação de produtos de borracha e de material plástico,PIA,covered,PIA (tabela 5548) — divisao 22
2219-6/00,2219600,22.19-6,22.1,22,C,Fabricação de artefatos de borracha não especificados anteriormente,22,Fabricação de produtos de borracha e de material plástico,PIA,covered,PIA (tabela 5548) — divisao 22
2221-8/00,2221800,22.21-8,22.2,22,C,Fabricação de laminados planos e tubulares de material plástico,22,Fabricação de produtos de borracha e de material plástico,PIA,covered,PIA (tabela 5548) — divisao 22
2222-6/00,2222600,22.22-6,22.2,22,C,Fabricação de embalagens de material plástico,22,Fabricação de produtos de borracha e de material plástico,PIA,covered,PIA (tabela 5548) — divisao 22
2223-4/00,2223400,22.23-4,22.2,22,C,Fabricação de tubos e acessórios de material plástico para uso na construção,22,Fabricação de produtos de borracha e de material plástico,PIA,covered,PIA (tabela 5548) — divisao 22
2229-3/01,2229301,22.29-3,22.2,22,C,Fabricação de artefatos de material plástico não especificados anteriormente,22,Fabricação de produtos de borracha e de material plástico,PIA,covered,PIA (tabela 5548) — divisao 22
2229-3/02,2229302,22.29-3,22.2,22,C,Fabricação de artefatos de material plástico não especificados anteriormente,22,Fabricação de produtos de borracha e de material plástico,PIA,covered,PIA (tabela 5548) — divisao 22
2229-3/03,2229303,22.29-3,22.2,22,C,Fabricação de artefatos de material plástico não especificados anteriormente,22,Fabricação de produtos de borracha e de material plástico,PIA,covered,PIA (tabela 5548) — divisao 22
2229-3/99,2229399,22.29-3,22.2,22,C,Fabricação de artefatos de material plástico não especificados anteriormente,22,Fabricação de produtos de borracha e de material plástico,PIA,covered,PIA (tabela 5548) — divisao 22
2311-7/00,2311700,23.11-7,23.1,23,C,Fabricação de vidro plano e de segurança,23,Fabricação de produtos de minerais não-metálicos,PIA,covered,PIA (tabela 5548) — divisao 23
2312-5/00,2312500,23.12-5,23.1,23,C,Fabricação de embalagens de vidro,23,Fabricação de produtos de minerais não-metálicos,PIA,covered,PIA (tabela 5548) — divisao 23
2319-2/00,2319200,23.19-2,23.1,23,C,Fabricação de artigos de vidro,23,Fabricação de produtos de minerais não-metálicos,PIA,covered,PIA (tabela 5548) — divisao 23
2320-6/00,2320600,23.20-6,23.2,23,C,Fabricação de cimento,23,Fabricação de produtos de minerais não-metálicos,PIA,covered,PIA (tabela 5548) — divisao 23
2330-3/01,2330301,23.30-3,23.3,23,C,"Fabricação de artefatos de concreto, cimento, fibrocimento, gesso e materiais semelhantes",23,Fabricação de produtos de minerais não-metálicos,PIA,covered,PIA (tabela 5548) — divisao 23
2330-3/02,2330302,23.30-3,23.3,23,C,"Fabricação de artefatos de concreto, cimento, fibrocimento, gesso e materiais semelhantes",23,Fabricação de produtos de minerais não-metálicos,PIA,covered,PIA (tabela 5548) — divisao 23
2330-3/03,2330303,23.30-3,23.3,23,C,"Fabricação de artefatos de concreto, cimento, fibrocimento, gesso e materiais semelhantes",23,Fabricação de produtos de minerais não-metálicos,PIA,covered,PIA (tabela 5548) — divisao 23
2330-3/04,2330304,23.30-3,23.3,23,C,"Fabricação de artefatos de concreto, cimento, fibrocimento, gesso e materiais semelhantes",23,Fabricação de produtos de minerais não-metálicos,PIA,covered,PIA (tabela 5548) — divisao 23
2330-3/05,2330305,23.30-3,23.3,23,C,"Fabricação de artefatos de concreto, cimento, fibrocimento, gesso e materiais semelhantes",23,Fabricação de produtos de minerais não-metálicos,PIA,covered,PIA (tabela 5548) — divisao 23
2330-3/99,2330399,23.30-3,23.3,23,C,"Fabricação de artefatos de concreto, cimento, fibrocimento, gesso e materiais semelhantes",23,Fabricação de produtos de minerais não-metálicos,PIA,covered,PIA (tabela 5548) — divisao 23
2341-9/00,2341900,23.41-9,23.4,23,C,Fabricação de produtos cerâmicos refratários,23,Fabricação de produtos de minerais não-metálicos,PIA,covered,PIA (tabela 5548) — divisao 23
2342-7/01,2342701,23.42-7,23.4,23,C,Fabricação de produtos cerâmicos não-refratários para uso estrutural na construção,23,Fabricação de produtos de minerais não-metálicos,PIA,covered,PIA (tabela 5548) — divisao 23
2342-7/02,2342702,23.42-7,23.4,23,C,Fabricação de produtos cerâmicos não-refratários para uso estrutural na construção,23,Fabricação de produtos de minerais não-metálicos,PIA,covered,PIA (tabela 5548) — divisao 23
2349-4/01,2349401,23.49-4,23.4,23,C,Fabricação de produtos cerâmicos não-refratários não especificados anteriormente,23,Fabricação de produtos de minerais não-metálicos,PIA,covered,PIA (tabela 5548) — divisao 23
2349-4/99,2349499,23.49-4,23.4,23,C,Fabricação de produtos cerâmicos não-refratários não especificados anteriormente,23,Fabricação de produtos de minerais não-metálicos,PIA,covered,PIA (tabela 5548) — divisao 23
2391-5/01,2391501,23.91-5,23.9,23,C,Aparelhamento e outros trabalhos em pedras,23,Fabricação de produtos de minerais não-metálicos,PIA,covered,PIA (tabela 5548) — divisao 23
2391-5/02,2391502,23.91-5,23.9,23,C,Aparelhamento e outros trabalhos em pedras,23,Fabricação de produtos de minerais não-metálicos,PIA,covered,PIA (tabela 5548) — divisao 23
2391-5/03,2391503,23.91-5,23.9,23,C,Aparelhamento e outros trabalhos em pedras,23,Fabricação de produtos de minerais não-metálicos,PIA,covered,PIA (tabela 5548) — divisao 23
2392-3/00,2392300,23.92-3,23.9,23,C,Fabricação de cal e gesso,23,Fabricação de produtos de minerais não-metálicos,PIA,covered,PIA (tabela 5548) — divisao 23
2399-1/01,2399101,23.99-1,23.9,23,C,Fabricação de produtos de minerais não-metálicos não especificados anteriormente,23,Fabricação de produtos de minerais não-metálicos,PIA,covered,PIA (tabela 5548) — divisao 23
2399-1/99,2399199,23.99-1,23.9,23,C,Fabricação de produtos de minerais não-metálicos não especificados anteriormente,23,Fabricação de produtos de minerais não-metálicos,PIA,covered,PIA (tabela 5548) — divisao 23
2411-3/00,2411300,24.11-3,24.1,24,C,Produção de ferro-gusa,24,Metalurgia,PIA,covered,PIA (tabela 5548) — divisao 24
2412-1/00,2412100,24.12-1,24.1,24,C,Produção de ferroligas,24,Metalurgia,PIA,covered,PIA (tabela 5548) — divisao 24
2421-1/00,2421100,24.21-1,24.2,24,C,Produção de semi-acabados de aço,24,Metalurgia,PIA,covered,PIA (tabela 5548) — divisao 24
2422-9/01,2422901,24.22-9,24.2,24,C,Produção de laminados planos de aço,24,Metalurgia,PIA,covered,PIA (tabela 5548) — divisao 24
2422-9/02,2422902,24.22-9,24.2,24,C,Produção de laminados planos de aço,24,Metalurgia,PIA,covered,PIA (tabela 5548) — divisao 24
2423-7/01,2423701,24.23-7,24.2,24,C,Produção de laminados longos de aço,24,Metalurgia,PIA,covered,PIA (tabela 5548) — divisao 24
2423-7/02,2423702,24.23-7,24.2,24,C,Produção de laminados longos de aço,24,Metalurgia,PIA,covered,PIA (tabela 5548) — divisao 24
2424-5/01,2424501,24.24-5,24.2,24,C,"Produção de relaminados, trefilados e perfilados de aço",24,Metalurgia,PIA,covered,PIA (tabela 5548) — divisao 24
2424-5/02,2424502,24.24-5,24.2,24,C,"Produção de relaminados, trefilados e perfilados de aço",24,Metalurgia,PIA,covered,PIA (tabela 5548) — divisao 24
2431-8/00,2431800,24.31-8,24.3,24,C,Produção de tubos de aço com costura,24,Metalurgia,PIA,covered,PIA (tabela 5548) — divisao 24
2439-3/00,2439300,24.39-3,24.3,24,C,Produção de outros tubos de ferro e aço,24,Metalurgia,PIA,covered,PIA (tabela 5548) — divisao 24
2441-5/01,2441501,24.41-5,24.4,24,C,Metalurgia do alumínio e suas ligas,24,Metalurgia,PIA,covered,PIA (tabela 5548) — divisao 24
2441-5/02,2441502,24.41-5,24.4,24,C,Metalurgia do alumínio e suas ligas,24,Metalurgia,PIA,covered,PIA (tabela 5548) — divisao 24
2442-3/00,2442300,24.42-3,24.4,24,C,Metalurgia dos metais preciosos,24,Metalurgia,PIA,covered,PIA (tabela 5548) — divisao 24
2443-1/00,2443100,24.43-1,24.4,24,C,Metalurgia do cobre,24,Metalurgia,PIA,covered,PIA (tabela 5548) — divisao 24
2449-1/01,2449101,24.49-1,24.4,24,C,Metalurgia dos metais não-ferrosos e suas ligas não especificados anteriormente,24,Metalurgia,PIA,covered,PIA (tabela 5548) — divisao 24
2449-1/02,2449102,24.49-1,24.4,24,C,Metalurgia dos metais não-ferrosos e suas ligas não especificados anteriormente,24,Metalurgia,PIA,covered,PIA (tabela 5548) — divisao 24
2449-1/03,2449103,24.49-1,24.4,24,C,Metalurgia dos metais não-ferrosos e suas ligas não especificados anteriormente,24,Metalurgia,PIA,covered,PIA (tabela 5548) — divisao 24
2449-1/99,2449199,24.49-1,24.4,24,C,Metalurgia dos metais não-ferrosos e suas ligas não especificados anteriormente,24,Metalurgia,PIA,covered,PIA (tabela 5548) — divisao 24
2451-2/00,2451200,24.51-2,24.5,24,C,Fundição de ferro e aço,24,Metalurgia,PIA,covered,PIA (tabela 5548) — divisao 24
2452-1/00,2452100,24.52-1,24.5,24,C,Fundição de metais não-ferrosos e suas ligas,24,Metalurgia,PIA,covered,PIA (tabela 5548) — divisao 24
2511-0/00,2511000,25.11-0,25.1,25,C,Fabricação de estruturas metálicas,25,"Fabricação de produtos de metal, exceto máquinas e equipamentos",PIA,covered,PIA (tabela 5548) — divisao 25
2512-8/00,2512800,25.12-8,25.1,25,C,Fabricação de esquadrias de metal,25,"Fabricação de produtos de metal, exceto máquinas e equipamentos",PIA,covered,PIA (tabela 5548) — divisao 25
2513-6/00,2513600,25.13-6,25.1,25,C,Fabricação de obras de caldeiraria pesada,25,"Fabricação de produtos de metal, exceto máquinas e equipamentos",PIA,covered,PIA (tabela 5548) — divisao 25
2521-7/00,2521700,25.21-7,25.2,25,C,"Fabricação de tanques, reservatórios metálicos e caldeiras para aquecimento central",25,"Fabricação de produtos de metal, exceto máquinas e equipamentos",PIA,covered,PIA (tabela 5548) — divisao 25
2522-5/00,2522500,25.22-5,25.2,25,C,"Fabricação de caldeiras geradoras de vapor, exceto para aquecimento central e para veículos",25,"Fabricação de produtos de metal, exceto máquinas e equipamentos",PIA,covered,PIA (tabela 5548) — divisao 25
2531-4/01,2531401,25.31-4,25.3,25,C,Produção de forjados de aço e de metais não-ferrosos e suas ligas,25,"Fabricação de produtos de metal, exceto máquinas e equipamentos",PIA,covered,PIA (tabela 5548) — divisao 25
2531-4/02,2531402,25.31-4,25.3,25,C,Produção de forjados de aço e de metais não-ferrosos e suas ligas,25,"Fabricação de produtos de metal, exceto máquinas e equipamentos",PIA,covered,PIA (tabela 5548) — divisao 25
2532-2/01,2532201,25.32-2,25.3,25,C,Produção de artefatos estampados de metal; metalurgia do pó,25,"Fabricação de produtos de metal, exceto máquinas e equipamentos",PIA,covered,PIA (tabela 5548) — divisao 25
2532-2/02,2532202,25.32-2,25.3,25,C,Produção de artefatos estampados de metal; metalurgia do pó,25,"Fabricação de produtos de metal, exceto máquinas e equipamentos",PIA,covered,PIA (tabela 5548) — divisao 25
2539-0/00,2539000,25.39-0,25.3,25,C,"Serviços de usinagem, solda, tratamento e revestimento em metais",25,"Fabricação de produtos de metal, exceto máquinas e equipamentos",PIA,covered,PIA (tabela 5548) — divisao 25
2541-1/00,2541100,25.41-1,25.4,25,C,Fabricação de artigos de cutelaria,25,"Fabricação de produtos de metal, exceto máquinas e equipamentos",PIA,covered,PIA (tabela 5548) — divisao 25
2542-0/00,2542000,25.42-0,25.4,25,C,"Fabricação de artigos de serralheria, exceto esquadrias",25,"Fabricação de produtos de metal, exceto máquinas e equipamentos",PIA,covered,PIA (tabela 5548) — divisao 25
2543-8/00,2543800,25.43-8,25.4,25,C,Fabricação de ferramentas,25,"Fabricação de produtos de metal, exceto máquinas e equipamentos",PIA,covered,PIA (tabela 5548) — divisao 25
2550-1/01,2550101,25.50-1,25.5,25,C,"Fabricação de equipamento bélico pesado, armas de fogo e munições",25,"Fabricação de produtos de metal, exceto máquinas e equipamentos",PIA,covered,PIA (tabela 5548) — divisao 25
2550-1/02,2550102,25.50-1,25.5,25,C,"Fabricação de equipamento bélico pesado, armas de fogo e munições",25,"Fabricação de produtos de metal, exceto máquinas e equipamentos",PIA,covered,PIA (tabela 5548) — divisao 25
2591-8/00,2591800,25.91-8,25.9,25,C,Fabricação de embalagens metálicas,25,"Fabricação de produtos de metal, exceto máquinas e equipamentos",PIA,covered,PIA (tabela 5548) — divisao 25
2592-6/01,2592601,25.92-6,25.9,25,C,Fabricação de produtos de trefilados de metal,25,"Fabricação de produtos de metal, exceto máquinas e equipamentos",PIA,covered,PIA (tabela 5548) — divisao 25
2592-6/02,2592602,25.92-6,25.9,25,C,Fabricação de produtos de trefilados de metal,25,"Fabricação de produtos de metal, exceto máquinas e equipamentos",PIA,covered,PIA (tabela 5548) — divisao 25
2593-4/00,2593400,25.93-4,25.9,25,C,Fabricação de artigos de metal para uso doméstico e pessoal,25,"Fabricação de produtos de metal, exceto máquinas e equipamentos",PIA,covered,PIA (tabela 5548) — divisao 25
2599-3/01,2599301,25.99-3,25.9,25,C,Fabricação de produtos de metal não especificados anteriormente,25,"Fabricação de produtos de metal, exceto máquinas e equipamentos",PIA,covered,PIA (tabela 5548) — divisao 25
2599-3/99,2599399,25.99-3,25.9,25,C,Fabricação de produtos de metal não especificados anteriormente,25,"Fabricação de produtos de metal, exceto máquinas e equipamentos",PIA,covered,PIA (tabela 5548) — divisao 25
2610-8/00,2610800,26.10-8,26.1,26,C,Fabricação de componentes eletrônicos,26,"Fabricação de equipamentos de informática, produtos eletrônicos e ópticos",PIA,covered,PIA (tabela 5548) — divisao 26
2621-3/00,2621300,26.21-3,26.2,26,C,Fabricação de equipamentos de informática,26,"Fabricação de equipamentos de informática, produtos eletrônicos e ópticos",PIA,covered,PIA (tabela 5548) — divisao 26
2622-1/00,2622100,26.22-1,26.2,26,C,Fabricação de periféricos para equipamentos de informática,26,"Fabricação de equipamentos de informática, produtos eletrônicos e ópticos",PIA,covered,PIA (tabela 5548) — divisao 26
2631-1/00,2631100,26.31-1,26.3,26,C,Fabricação de equipamentos transmissores de comunicação,26,"Fabricação de equipamentos de informática, produtos eletrônicos e ópticos",PIA,covered,PIA (tabela 5548) — divisao 26
2632-9/00,2632900,26.32-9,26.3,26,C,Fabricação de aparelhos telefônicos e de outros equipamentos de comunicação,26,"Fabricação de equipamentos de informática, produtos eletrônicos e ópticos",PIA,covered,PIA (tabela 5548) — divisao 26
2640-0/00,2640000,26.40-0,26.4,26,C,"Fabricação de aparelhos de recepção, reprodução, gravação e amplificação de áudio e vídeo",26,"Fabricação de equipamentos de informática, produtos eletrônicos e ópticos",PIA,covered,PIA (tabela 5548) — divisao 26
2651-5/00,2651500,26.51-5,26.5,26,C,"Fabricação de aparelhos e equipamentos de medida, teste e controle",26,"Fabricação de equipamentos de informática, produtos eletrônicos e ópticos",PIA,covered,PIA (tabela 5548) — divisao 26
2652-3/00,2652300,26.52-3,26.5,26,C,Fabricação de cronômetros e relógios,26,"Fabricação de equipamentos de informática, produtos eletrônicos e ópticos",PIA,covered,PIA (tabela 5548) — divisao 26
2660-4/00,2660400,26.60-4,26.6,26,C,Fabricação de aparelhos eletromédicos e eletroterapêuticos e equipamentos de irradiação,26,"Fabricação de equipamentos de informática, produtos eletrônicos e ópticos",PIA,covered,PIA (tabela 5548) — divisao 26
2670-1/01,2670101,26.70-1,26.7,26,C,"Fabricação de equipamentos e instrumentos ópticos, fotográficos e cinematográficos",26,"Fabricação de equipamentos de informática, produtos eletrônicos e ópticos",PIA,covered,PIA (tabela 5548) — divisao 26
2670-1/02,2670102,26.70-1,26.7,26,C,"Fabricação de equipamentos e instrumentos ópticos, fotográficos e cinematográficos",26,"Fabricação de equipamentos de informática, produtos eletrônicos e ópticos",PIA,covered,PIA (tabela 5548) — divisao 26
2680-9/00,2680900,26.80-9,26.8,26,C,"Fabricação de mídias virgens, magnéticas e ópticas",26,"Fabricação de equipamentos de informática, produtos eletrônicos e ópticos",PIA,covered,PIA (tabela 5548) — divisao 26
2710-4/01,2710401,27.10-4,27.1,27,C,"Fabricação de geradores, transformadores e motores elétricos",27,"Fabricação de máquinas, aparelhos e materiais elétricos",PIA,covered,PIA (tabela 5548) — divisao 27
2710-4/02,2710402,27.10-4,27.1,27,C,"Fabricação de geradores, transformadores e motores elétricos",27,"Fabricação de máquinas, aparelhos e materiais elétricos",PIA,covered,PIA (tabela 5548) — divisao 27
2710-4/03,2710403,27.10-4,27.1,27,C,"Fabricação de geradores, transformadores e motores elétricos",27,"Fabricação de máquinas, aparelhos e materiais elétricos",PIA,covered,PIA (tabela 5548) — divisao 27
2721-0/00,2721000,27.21-0,27.2,27,C,"Fabricação de pilhas, baterias e acumuladores elétricos, exceto para veículos automotores",27,"Fabricação de máquinas, aparelhos e materiais elétricos",PIA,covered,PIA (tabela 5548) — divisao 27
2722-8/01,2722801,27.22-8,27.2,27,C,Fabricação de baterias e acumuladores para veículos automotores,27,"Fabricação de máquinas, aparelhos e materiais elétricos",PIA,covered,PIA (tabela 5548) — divisao 27
2722-8/02,2722802,27.22-8,27.2,27,C,Fabricação de baterias e acumuladores para veículos automotores,27,"Fabricação de máquinas, aparelhos e materiais elétricos",PIA,covered,PIA (tabela 5548) — divisao 27
2731-7/00,2731700,27.31-7,27.3,27,C,Fabricação de aparelhos e equipamentos para distribuição e controle de energia elétrica,27,"Fabricação de máquinas, aparelhos e materiais elétricos",PIA,covered,PIA (tabela 5548) — divisao 27
2732-5/00,2732500,27.32-5,27.3,27,C,Fabricação de material elétrico para instalações em circuito de consumo,27,"Fabricação de máquinas, aparelhos e materiais elétricos",PIA,covered,PIA (tabela 5548) — divisao 27
2733-3/00,2733300,27.33-3,27.3,27,C,"Fabricação de fios, cabos e condutores elétricos isolados",27,"Fabricação de máquinas, aparelhos e materiais elétricos",PIA,covered,PIA (tabela 5548) — divisao 27
2740-6/01,2740601,27.40-6,27.4,27,C,Fabricação de lâmpadas e outros equipamentos de iluminação,27,"Fabricação de máquinas, aparelhos e materiais elétricos",PIA,covered,PIA (tabela 5548) — divisao 27
2740-6/02,2740602,27.40-6,27.4,27,C,Fabricação de lâmpadas e outros equipamentos de iluminação,27,"Fabricação de máquinas, aparelhos e materiais elétricos",PIA,covered,PIA (tabela 5548) — divisao 27
2751-1/00,2751100,27.51-1,27.5,27,C,"Fabricação de fogões, refrigeradores e máquinas de lavar e secar para uso doméstico",27,"Fabricação de máquinas, aparelhos e materiais elétricos",PIA,covered,PIA (tabela 5548) — divisao 27
2759-7/01,2759701,27.59-7,27.5,27,C,Fabricação de aparelhos eletrodomésticos não especificados anteriormente,27,"Fabricação de máquinas, aparelhos e materiais elétricos",PIA,covered,PIA (tabela 5548) — divisao 27
2759-7/99,2759799,27.59-7,27.5,27,C,Fabricação de aparelhos eletrodomésticos não especificados anteriormente,27,"Fabricação de máquinas, aparelhos e materiais elétricos",PIA,covered,PIA (tabela 5548) — divisao 27
2790-2/01,2790201,27.90-2,27.9,27,C,Fabricação de equipamentos e aparelhos elétricos não especificados anteriormente,27,"Fabricação de máquinas, aparelhos e materiais elétricos",PIA,covered,PIA (tabela 5548) — divisao 27
2790-2/02,2790202,27.90-2,27.9,27,C,Fabricação de equipamentos e aparelhos elétricos não especificados anteriormente,27,"Fabricação de máquinas, aparelhos e materiais elétricos",PIA,covered,PIA (tabela 5548) — divisao 27
2790-2/99,2790299,27.90-2,27.9,27,C,Fabricação de equipamentos e aparelhos elétricos não especificados anteriormente,27,"Fabricação de máquinas, aparelhos e materiais elétricos",PIA,covered,PIA (tabela 5548) — divisao 27
2811-9/00,2811900,28.11-9,28.1,28,C,"Fabricação de motores e turbinas, exceto para aviões e veículos rodoviários",28,Fabricação de máquinas e equipamentos,PIA,covered,PIA (tabela 5548) — divisao 28
2812-7/00,2812700,28.12-7,28.1,28,C,"Fabricação de equipamentos hidráulicos e pneumáticos, exceto válvulas",28,Fabricação de máquinas e equipamentos,PIA,covered,PIA (tabela 5548) — divisao 28
2813-5/00,2813500,28.13-5,28.1,28,C,"Fabricação de válvulas, registros e dispositivos semelhantes",28,Fabricação de máquinas e equipamentos,PIA,covered,PIA (tabela 5548) — divisao 28
2814-3/01,2814301,28.14-3,28.1,28,C,Fabricação de compressores,28,Fabricação de máquinas e equipamentos,PIA,covered,PIA (tabela 5548) — divisao 28
2814-3/02,2814302,28.14-3,28.1,28,C,Fabricação de compressores,28,Fabricação de máquinas e equipamentos,PIA,covered,PIA (tabela 5548) — divisao 28
2815-1/01,2815101,28.15-1,28.1,28,C,Fabricação de equipamentos de transmissão para fins industriais,28,Fabricação de máquinas e equipamentos,PIA,covered,PIA (tabela 5548) — divisao 28
2815-1/02,2815102,28.15-1,28.1,28,C,Fabricação de equipamentos de transmissão para fins industriais,28,Fabricação de máquinas e equipamentos,PIA,covered,PIA (tabela 5548) — divisao 28
2821-6/01,2821601,28.21-6,28.2,28,C,Fabricação de aparelhos e equipamentos para instalações térmicas,28,Fabricação de máquinas e equipamentos,PIA,covered,PIA (tabela 5548) — divisao 28
2821-6/02,2821602,28.21-6,28.2,28,C,Fabricação de aparelhos e equipamentos para instalações térmicas,28,Fabricação de máquinas e equipamentos,PIA,covered,PIA (tabela 5548) — divisao 28
2822-4/01,2822401,28.22-4,28.2,28,C,"Fabricação de máquinas, equipamentos e aparelhos para transporte e elevação de cargas e pessoas",28,Fabricação de máquinas e equipamentos,PIA,covered,PIA (tabela 5548) — divisao 28
2822-4/02,2822402,28.22-4,28.2,28,C,"Fabricação de máquinas, equipamentos e aparelhos para transporte e elevação de cargas e pessoas",28,Fabricação de máquinas e equipamentos,PIA,covered,PIA (tabela 5548) — divisao 28
2823-2/00,2823200,28.23-2,28.2,28,C,Fabricação de máquinas e aparelhos de refrigeração e ventilação para uso industrial e comercial,28,Fabricação de máquinas e equipamentos,PIA,covered,PIA (tabela 5548) — divisao 28
2824-1/01,2824101,28.24-1,28.2,28,C,Fabricação de aparelhos e equipamentos de ar condicionado,28,Fabricação de máquinas e equipamentos,PIA,covered,PIA (tabela 5548) — divisao 28
