cnae_5digit,cnae_5digit_clean,cnae_class,cnae_group,cnae_division,cnae_section,cnae_class_name,survey_classification_code,survey_classification_name,source_survey,coverage_status,notes
4541-2/02,4541202,45.41-2,45.4,45,G,"Comércio por atacado e a varejo de motocicletas, peças e acessórios",PAC_2.3,"2.3 Motocicletas, peças e acessórios",PAC,covered,"Motocicletas, pecas e acessorios (grupo 45.4)"
4541-2/03,4541203,45.41-2,45.4,45,G,"Comércio por atacado e a varejo de motocicletas, peças e acessórios",PAC_2.3,"2.3 Motocicletas, peças e acessórios",PAC,covered,"Motocicletas, pecas e acessorios (grupo 45.4)"
4541-2/04,4541204,45.41-2,45.4,45,G,"Comércio por atacado e a varejo de motocicletas, peças e acessórios",PAC_2.3,"2.3 Motocicletas, peças e acessórios",PAC,covered,"Motocicletas, pecas e acessorios (grupo 45.4)"
4541-2/05,4541205,45.41-2,45.4,45,G,"Comércio por atacado e a varejo de motocicletas, peças e acessórios",PAC_2.3,"2.3 Motocicletas, peças e acessórios",PAC,covered,"Motocicletas, pecas e acessorios (grupo 45.4)"
4542-1/01,4542101,45.42-1,45.4,45,G,"Representantes comerciais e agentes do comércio de motocicletas, peças e acessórios",PAC_2.3,"2.3 Motocicletas, peças e acessórios",PAC,covered,"Motocicletas, pecas e acessorios (grupo 45.4)"
4542-1/02,4542102,45.42-1,45.4,45,G,"Representantes comerciais e agentes do comércio de motocicletas, peças e acessórios",PAC_2.3,"2.3 Motocicletas, peças e acessórios",PAC,covered,"Motocicletas, pecas e acessorios (grupo 45.4)"
4543-9/00,4543900,45.43-9,45.4,45,G,Manutenção e reparação de motocicletas,PAC_2.3,"2.3 Motocicletas, peças e acessórios",PAC,covered,"Motocicletas, pecas e acessorios (grupo 45.4)"
4611-7/00,4611700,46.11-7,46.1,46,G,Representantes comerciais e agentes do comércio de matérias-primas agrícolas e animais vivos,PAC_3.1,3.1 Representantes e agentes do comércio (exceto de veículos e motocicletas),PAC,covered,PAC — classe 46.11-7
4612-5/00,4612500,46.12-5,46.1,46,G,"Representantes comerciais e agentes do comércio de combustíveis, minerais, produtos siderúrgicos e químicos",PAC_3.1,3.1 Representantes e agentes do comércio (exceto de veículos e motocicletas),PAC,covered,PAC — classe 46.12-5
4613-3/00,4613300,46.13-3,46.1,46,G,"Representantes comerciais e agentes do comércio de madeira, material de construção e ferragens",PAC_3.1,3.1 Representantes e agentes do comércio (exceto de veículos e motocicletas),PAC,covered,PAC — classe 46.13-3
4614-1/00,4614100,46.14-1,46.1,46,G,"Representantes comerciais e agentes do comércio de máquinas, equipamentos, embarcações e aeronaves",PAC_3.1,3.1 Representantes e agentes do comércio (exceto de veículos e motocicletas),PAC,covered,PAC — classe 46.14-1
4615-0/00,4615000,46.15-0,46.1,46,G,"Representantes comerciais e agentes do comércio de eletrodomésticos, móveis e artigos de uso doméstico",PAC_3.1,3.1 Representantes e agentes do comércio (exceto de veículos e motocicletas),PAC,covered,PAC — classe 46.15-0
4616-8/00,4616800,46.16-8,46.1,46,G,"Representantes comerciais e agentes do comércio de têxteis, vestuário, calçados e artigos de viagem",PAC_3.1,3.1 Representantes e agentes do comércio (exceto de veículos e motocicletas),PAC,covered,PAC — classe 46.16-8
4617-6/00,4617600,46.17-6,46.1,46,G,"Representantes comerciais e agentes do comércio de produtos alimentícios, bebidas e fumo",PAC_3.1,3.1 Representantes e agentes do comércio (exceto de veículos e motocicletas),PAC,covered,PAC — classe 46.17-6
4618-4/01,4618401,46.18-4,46.1,46,G,Representantes comerciais e agentes do comércio especializado em produtos não especificados anteriormente,PAC_3.1,3.1 Representantes e agentes do comércio (exceto de veículos e motocicletas),PAC,covered,PAC — classe 46.18-4
4618-4/02,4618402,46.18-4,46.1,46,G,Representantes comerciais e agentes do comércio especializado em produtos não especificados anteriormente,PAC_3.1,3.1 Representantes e agentes do comércio (exceto de veículos e motocicletas),PAC,covered,PAC — classe 46.18-4
4618-4/03,4618403,46.18-4,46.1,46,G,Representantes comerciais e agentes do comércio especializado em produtos não especificados anteriormente,PAC_3.1,3.1 Representantes e agentes do comércio (exceto de veículos e motocicletas),PAC,covered,PAC — classe 46.18-4
4618-4/99,4618499,46.18-4,46.1,46,G,Representantes comerciais e agentes do comércio especializado em produtos não especificados anteriormente,PAC_3.1,3.1 Representantes e agentes do comércio (exceto de veículos e motocicletas),PAC,covered,PAC — classe 46.18-4
4619-2/00,4619200,46.19-2,46.1,46,G,Representantes comerciais e agentes do comércio de mercadorias em geral não especializado,PAC_3.1,3.1 Representantes e agentes do comércio (exceto de veículos e motocicletas),PAC,covered,PAC — classe 46.19-2
4621-4/00,4621400,46.21-4,46.2,46,G,Comércio atacadista de café em grão,PAC_3.2,3.2 Comércio de matérias-primas agrícolas e animais vivos,PAC,covered,PAC — classe 46.21-4
4622-2/00,4622200,46.22-2,46.2,46,G,Comércio atacadista de soja,PAC_3.2,3.2 Comércio de matérias-primas agrícolas e animais vivos,PAC,covered,PAC — classe 46.22-2
4623-1/01,4623101,46.23-1,46.2,46,G,"Comércio atacadista de animais vivos, alimentos para animais e matérias-primas agrícolas, exceto café e soja",PAC_3.2,3.2 Comércio de matérias-primas agrícolas e animais vivos,PAC,covered,PAC — classe 46.23-1
4623-1/02,4623102,46.23-1,46.2,46,G,"Comércio atacadista de animais vivos, alimentos para animais e matérias-primas agrícolas, exceto café e soja",PAC_3.2,3.2 Comércio de matérias-primas agrícolas e animais vivos,PAC,covered,PAC — classe 46.23-1
4623-1/03,4623103,46.23-1,46.2,46,G,"Comércio atacadista de animais vivos, alimentos para animais e matérias-primas agrícolas, exceto café e soja",PAC_3.2,3.2 Comércio de matérias-primas agrícolas e animais vivos,PAC,covered,PAC — classe 46.23-1
4623-1/04,4623104,46.23-1,46.2,46,G,"Comércio atacadista de animais vivos, alimentos para animais e matérias-primas agrícolas, exceto café e soja",PAC_3.2,3.2 Comércio de matérias-primas agrícolas e animais vivos,PAC,covered,PAC — classe 46.23-1
4623-1/05,4623105,46.23-1,46.2,46,G,"Comércio atacadista de animais vivos, alimentos para animais e matérias-primas agrícolas, exceto café e soja",PAC_3.2,3.2 Comércio de matérias-primas agrícolas e animais vivos,PAC,covered,PAC — classe 46.23-1
4623-1/06,4623106,46.23-1,46.2,46,G,"Comércio atacadista de animais vivos, alimentos para animais e matérias-primas agrícolas, exceto café e soja",PAC_3.2,3.2 Comércio de matérias-primas agrícolas e animais vivos,PAC,covered,PAC — classe 46.23-1
4623-1/07,4623107,46.23-1,46.2,46,G,"Comércio atacadista de animais vivos, alimentos para animais e matérias-primas agrícolas, exceto café e soja",PAC_3.2,3.2 Comércio de matérias-primas agrícolas e animais vivos,PAC,covered,PAC — classe 46.23-1
4623-1/08,4623108,46.23-1,46.2,46,G,"Comércio atacadista de animais vivos, alimentos para animais e matérias-primas agrícolas, exceto café e soja",PAC_3.2,3.2 Comércio de matérias-primas agrícolas e animais vivos,PAC,covered,PAC — classe 46.23-1
4623-1/09,4623109,46.23-1,46.2,46,G,"Comércio atacadista de animais vivos, alimentos para animais e matérias-primas agrícolas, exceto café e soja",PAC_3.2,3.2 Comércio de matérias-primas agrícolas e animais vivos,PAC,covered,PAC — classe 46.23-1
4623-1/99,4623199,46.23-1,46.2,46,G,"Comércio atacadista de animais vivos, alimentos para animais e matérias-primas agrícolas, exceto café e soja",PAC_3.2,3.2 Comércio de matérias-primas agrícolas e animais vivos,PAC,covered,PAC — classe 46.23-1
4631-1/00,4631100,46.31-1,46.3,46,G,Comércio atacadista de leite e laticínios,PAC_3.3,"3.3 Comércio especializado em produtos alimentícios, bebidas e fumo",PAC,covered,PAC — classe 46.31-1
4632-0/01,4632001,46.32-0,46.3,46,G,"Comércio atacadista de cereais e leguminosas beneficiados, farinhas, amidos e féculas",PAC_3.3,"3.3 Comércio especializado em produtos alimentícios, bebidas e fumo",PAC,covered,PAC — classe 46.32-0
4632-0/02,4632002,46.32-0,46.3,46,G,"Comércio atacadista de cereais e leguminosas beneficiados, farinhas, amidos e féculas",PAC_3.3,"3.3 Comércio especializado em produtos alimentícios, bebidas e fumo",PAC,covered,PAC — classe 46.32-0
4632-0/03,4632003,46.32-0,46.3,46,G,"Comércio atacadista de cereais e leguminosas beneficiados, farinhas, amidos e féculas",PAC_3.3,"3.3 Comércio especializado em produtos alimentícios, bebidas e fumo",PAC,covered,PAC — classe 46.32-0
4633-8/01,4633801,46.33-8,46.3,46,G,Comércio atacadista de hortifrutigranjeiros,PAC_3.3,"3.3 Comércio especializado em produtos alimentícios, bebidas e fumo",PAC,covered,PAC — classe 46.33-8
4633-8/02,4633802,46.33-8,46.3,46,G,Comércio atacadista de hortifrutigranjeiros,PAC_3.3,"3.3 Comércio especializado em produtos alimentícios, bebidas e fumo",PAC,covered,PAC — classe 46.33-8
4633-8/03,4633803,46.33-8,46.3,46,G,Comércio atacadista de hortifrutigranjeiros,PAC_3.3,"3.3 Comércio especializado em produtos alimentícios, bebidas e fumo",PAC,covered,PAC — classe 46.33-8
4634-6/01,4634601,46.34-6,46.3,46,G,"Comércio atacadista de carnes, produtos da carne e pescado",PAC_3.3,"3.3 Comércio especializado em produtos alimentícios, bebidas e fumo",PAC,covered,PAC — classe 46.34-6
4634-6/02,4634602,46.34-6,46.3,46,G,"Comércio atacadista de carnes, produtos da carne e pescado",PAC_3.3,"3.3 Comércio especializado em produtos alimentícios, bebidas e fumo",PAC,covered,PAC — classe 46.34-6
4634-6/03,4634603,46.34-6,46.3,46,G,"Comércio atacadista de carnes, produtos da carne e pescado",PAC_3.3,"3.3 Comércio especializado em produtos alimentícios, bebidas e fumo",PAC,covered,PAC — classe 46.34-6
4634-6/99,4634699,46.34-6,46.3,46,G,"Comércio atacadista de carnes, produtos da carne e pescado",PAC_3.3,"3.3 Comércio especializado em produtos alimentícios, bebidas e fumo",PAC,covered,PAC — classe 46.34-6
4635-4/01,4635401,46.35-4,46.3,46,G,Comércio atacadista de bebidas,PAC_3.3,"3.3 Comércio especializado em produtos alimentícios, bebidas e fumo",PAC,covered,PAC — classe 46.35-4
4635-4/02,4635402,46.35-4,46.3,46,G,Comércio atacadista de bebidas,PAC_3.3,"3.3 Comércio especializado em produtos alimentícios, bebidas e fumo",PAC,covered,PAC — classe 46.35-4
4635-4/03,4635403,46.35-4,46.3,46,G,Comércio atacadista de bebidas,PAC_3.3,"3.3 Comércio especializado em produtos alimentícios, bebidas e fumo",PAC,covered,PAC — classe 46.35-4
4635-4/99,4635499,46.35-4,46.3,46,G,Comércio atacadista de bebidas,PAC_3.3,"3.3 Comércio especializado em produtos alimentícios, bebidas e fumo",PAC,covered,PAC — classe 46.35-4
4636-2/01,4636201,46.36-2,46.3,46,G,Comércio atacadista de produtos do fumo,PAC_3.3,"3.3 Comércio especializado em produtos alimentícios, bebidas e fumo",PAC,covered,PAC — classe 46.36-2
4636-2/02,4636202,46.36-2,46.3,46,G,Comércio atacadista de produtos do fumo,PAC_3.3,"3.3 Comércio especializado em produtos alimentícios, bebidas e fumo",PAC,covered,PAC — classe 46.36-2
4637-1/01,4637101,46.37-1,46.3,46,G,Comércio atacadista especializado em produtos alimentícios não especificados anteriormente,PAC_3.3,"3.3 Comércio especializado em produtos alimentícios, bebidas e fumo",PAC,covered,PAC — classe 46.37-1
4637-1/02,4637102,46.37-1,46.3,46,G,Comércio atacadista especializado em produtos alimentícios não especificados anteriormente,PAC_3.3,"3.3 Comércio especializado em produtos alimentícios, bebidas e fumo",PAC,covered,PAC — classe 46.37-1
4637-1/03,4637103,46.37-1,46.3,46,G,Comércio atacadista especializado em produtos alimentícios não especificados anteriormente,PAC_3.3,"3.3 Comércio especializado em produtos alimentícios, bebidas e fumo",PAC,covered,PAC — classe 46.37-1
4637-1/04,4637104,46.37-1,46.3,46,G,Comércio atacadista especializado em produtos alimentícios não especificados anteriormente,PAC_3.3,"3.3 Comércio especializado em produtos alimentícios, bebidas e fumo",PAC,covered,PAC — classe 46.37-1
4637-1/05,4637105,46.37-1,46.3,46,G,Comércio atacadista especializado em produtos alimentícios não especificados anteriormente,PAC_3.3,"3.3 Comércio especializado em produtos alimentícios, bebidas e fumo",PAC,covered,PAC — classe 46.37-1
4637-1/06,4637106,46.37-1,46.3,46,G,Comércio atacadista especializado em produtos alimentícios não especificados anteriormente,PAC_3.3,"3.3 Comércio especializado em produtos alimentícios, bebidas e fumo",PAC,covered,PAC — classe 46.37-1
4637-1/07,4637107,46.37-1,46.3,46,G,Comércio atacadista especializado em produtos alimentícios não especificados anteriormente,PAC_3.3,"3.3 Comércio especializado em produtos alimentícios, bebidas e fumo",PAC,covered,PAC — classe 46.37-1
4637-1/99,4637199,46.37-1,46.3,46,G,Comércio atacadista especializado em produtos alimentícios não especificados anteriormente,PAC_3.3,"3.3 Comércio especializado em produtos alimentícios, bebidas e fumo",PAC,covered,PAC — classe 46.37-1
4639-7/01,4639701,46.39-7,46.3,46,G,Comércio atacadista de produtos alimentícios em geral,PAC_3.3,"3.3 Comércio especializado em produtos alimentícios, bebidas e fumo",PAC,covered,PAC — classe 46.39-7
4639-7/02,4639702,46.39-7,46.3,46,G,Comércio atacadista de produtos alimentícios em geral,PAC_3.3,"3.3 Comércio especializado em produtos alimentícios, bebidas e fumo",PAC,covered,PAC — classe 46.39-7
4641-9/01,4641901,46.41-9,46.4,46,G,"Comércio atacadista de tecidos, artefatos de tecidos e de armarinho",PAC_3.4.1.1,"3.4.1.1 Tecidos, artefatos de tecidos e de armarinho",PAC,covered,PAC — classe 46.41-9
4641-9/02,4641902,46.41-9,46.4,46,G,"Comércio atacadista de tecidos, artefatos de tecidos e de armarinho",PAC_3.4.1.1,"3.4.1.1 Tecidos, artefatos de tecidos e de armarinho",PAC,covered,PAC — classe 46.41-9
4641-9/03,4641903,46.41-9,46.4,46,G,"Comércio atacadista de tecidos, artefatos de tecidos e de armarinho",PAC_3.4.1.1,"3.4.1.1 Tecidos, artefatos de tecidos e de armarinho",PAC,covered,PAC — classe 46.41-9
4642-7/01,4642701,46.42-7,46.4,46,G,Comércio atacadista de artigos do vestuário e acessórios,PAC_3.4.1.2,3.4.1.2 Artigos de vestuário e acessórios,PAC,covered,PAC — classe 46.42-7
4642-7/02,4642702,46.42-7,46.4,46,G,Comércio atacadista de artigos do vestuário e acessórios,PAC_3.4.1.2,3.4.1.2 Artigos de vestuário e acessórios,PAC,covered,PAC — classe 46.42-7
4643-5/01,4643501,46.43-5,46.4,46,G,Comércio atacadista de calçados e artigos de viagem,PAC_3.4.1.3,3.4.1.3 Calçados e artigos de viagem,PAC,covered,PAC — classe 46.43-5
4643-5/02,4643502,46.43-5,46.4,46,G,Comércio atacadista de calçados e artigos de viagem,PAC_3.4.1.3,3.4.1.3 Calçados e artigos de viagem,PAC,covered,PAC — classe 46.43-5
4644-3/01,4644301,46.44-3,46.4,46,G,Comércio atacadista de produtos farmacêuticos para uso humano e veterinário,PAC_3.4.2,"3.4.2 Produtos farmacêuticos, médicos, ortopédicos, odontológicos e veterinários",PAC,covered,PAC — classe 46.44-3
4644-3/02,4644302,46.44-3,46.4,46,G,Comércio atacadista de produtos farmacêuticos para uso humano e veterinário,PAC_3.4.2,"3.4.2 Produtos farmacêuticos, médicos, ortopédicos, odontológicos e veterinários",PAC,covered,PAC — classe 46.44-3
4645-1/01,4645101,46.45-1,46.4,46,G,"Comércio atacadista de instrumentos e materiais para uso médico, cirúrgico, ortopédico e odontológico",PAC_3.4.2,"3.4.2 Produtos farmacêuticos, médicos, ortopédicos, odontológicos e veterinários",PAC,covered,PAC — classe 46.45-1
4645-1/02,4645102,46.45-1,46.4,46,G,"Comércio atacadista de instrumentos e materiais para uso médico, cirúrgico, ortopédico e odontológico",PAC_3.4.2,"3.4.2 Produtos farmacêuticos, médicos, ortopédicos, odontológicos e veterinários",PAC,covered,PAC — classe 46.45-1
4645-1/03,4645103,46.45-1,46.4,46,G,"Comércio atacadista de instrumentos e materiais para uso médico, cirúrgico, ortopédico e odontológico",PAC_3.4.2,"3.4.2 Produtos farmacêuticos, médicos, ortopédicos, odontológicos e veterinários",PAC,covered,PAC — classe 46.45-1
4646-0/01,4646001,46.46-0,46.4,46,G,"Comércio atacadista de cosméticos, produtos de perfumaria e de higiene pessoal",PAC_3.4.2,"3.4.2 Produtos farmacêuticos, médicos, ortopédicos, odontológicos e veterinários",PAC,covered,PAC — classe 46.46-0
4646-0/02,4646002,46.46-0,46.4,46,G,"Comércio atacadista de cosméticos, produtos de perfumaria e de higiene pessoal",PAC_3.4.2,"3.4.2 Produtos farmacêuticos, médicos, ortopédicos, odontológicos e veterinários",PAC,covered,PAC — classe 46.46-0
4647-8/01,4647801,46.47-8,46.4,46,G,"Comércio atacadista de artigos de escritório e de papelaria; livros, jornais e outras publicações",PAC_3.4.3,"3.4.3 Artigos de escritório e de papelaria; papel. papelão e seus artefatos; livros, jornais e outras publicações",PAC,covered,PAC — classe 46.47-8
4647-8/02,4647802,46.47-8,46.4,46,G,"Comércio atacadista de artigos de escritório e de papelaria; livros, jornais e outras publicações",PAC_3.4.3,"3.4.3 Artigos de escritório e de papelaria; papel. papelão e seus artefatos; livros, jornais e outras publicações",PAC,covered,PAC — classe 46.47-8
4649-4/01,4649401,46.49-4,46.4,46,G,Comércio atacadista de equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente,PAC_3.4.4,3.4.4 Outros equipamentos e artigos de uso pessoal e doméstico,PAC,covered,PAC — classe 46.49-4
4649-4/02,4649402,46.49-4,46.4,46,G,Comércio atacadista de equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente,PAC_3.4.4,3.4.4 Outros equipamentos e artigos de uso pessoal e doméstico,PAC,covered,PAC — classe 46.49-4
4649-4/03,4649403,46.49-4,46.4,46,G,Comércio atacadista de equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente,PAC_3.4.4,3.4.4 Outros equipamentos e artigos de uso pessoal e doméstico,PAC,covered,PAC — classe 46.49-4
4649-4/04,4649404,46.49-4,46.4,46,G,Comércio atacadista de equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente,PAC_3.4.4,3.4.4 Outros equipamentos e artigos de uso pessoal e doméstico,PAC,covered,PAC — classe 46.49-4
4649-4/05,4649405,46.49-4,46.4,46,G,Comércio atacadista de equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente,PAC_3.4.4,3.4.4 Outros equipamentos e artigos de uso pessoal e doméstico,PAC,covered,PAC — classe 46.49-4
4649-4/06,4649406,46.49-4,46.4,46,G,Comércio atacadista de equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente,PAC_3.4.4,3.4.4 Outros equipamentos e artigos de uso pessoal e doméstico,PAC,covered,PAC — classe 46.49-4
4649-4/07,4649407,46.49-4,46.4,46,G,Comércio atacadista de equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente,PAC_3.4.4,3.4.4 Outros equipamentos e artigos de uso pessoal e doméstico,PAC,covered,PAC — classe 46.49-4
4649-4/08,4649408,46.49-4,46.4,46,G,Comércio atacadista de equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente,PAC_3.4.4,3.4.4 Outros equipamentos e artigos de uso pessoal e doméstico,PAC,covered,PAC — classe 46.49-4
4649-4/09,4649409,46.49-4,46.4,46,G,Comércio atacadista de equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente,PAC_3.4.4,3.4.4 Outros equipamentos e artigos de uso pessoal e doméstico,PAC,covered,PAC — classe 46.49-4
4649-4/10,4649410,46.49-4,46.4,46,G,Comércio atacadista de equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente,PAC_3.4.4,3.4.4 Outros equipamentos e artigos de uso pessoal e doméstico,PAC,covered,PAC — classe 46.49-4
4649-4/99,4649499,46.49-4,46.4,46,G,Comércio atacadista de equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente,PAC_3.4.4,3.4.4 Outros equipamentos e artigos de uso pessoal e doméstico,PAC,covered,PAC — classe 46.49-4
4651-6/01,4651601,46.51-6,46.5,46,G,"Comércio atacadista de computadores, periféricos e suprimentos de informática",PAC_3.6,3.6 Comércio de equipamentos e produtos de tecnologia de informação e comunicação,PAC,covered,PAC — classe 46.51-6
4651-6/02,4651602,46.51-6,46.5,46,G,"Comércio atacadista de computadores, periféricos e suprimentos de informática",PAC_3.6,3.6 Comércio de equipamentos e produtos de tecnologia de informação e comunicação,PAC,covered,PAC — classe 46.51-6
4652-4/00,4652400,46.52-4,46.5,46,G,Comércio atacadista de componentes eletrônicos e equipamentos de telefonia e comunicação,PAC_3.6,3.6 Comércio de equipamentos e produtos de tecnologia de informação e comunicação,PAC,covered,PAC — classe 46.52-4
4661-3/00,4661300,46.61-3,46.6,46,G,"Comércio atacadista de máquinas, aparelhos e equipamentos para uso agropecuário; partes e peças",PAC_3.7,"3.7 Comércio de máquinas, aparelhos e equipamentos (exceto de tecnologia de informação e comunicação)",PAC,covered,PAC — classe 46.61-3
4662-1/00,4662100,46.62-1,46.6,46,G,"Comércio atacadista de máquinas, equipamentos para terraplenagem, mineração e construção; partes e peças",PAC_3.7,"3.7 Comércio de máquinas, aparelhos e equipamentos (exceto de tecnologia de informação e comunicação)",PAC,covered,PAC — classe 46.62-1
4663-0/00,4663000,46.63-0,46.6,46,G,Comércio atacadista de máquinas e equipamentos para uso industrial; partes e peças,PAC_3.7,"3.7 Comércio de máquinas, aparelhos e equipamentos (exceto de tecnologia de informação e comunicação)",PAC,covered,PAC — classe 46.63-0
4664-8/00,4664800,46.64-8,46.6,46,G,"Comércio atacadista de máquinas, aparelhos e equipamentos para uso odonto-médico-hospitalar; partes e peças",PAC_3.7,"3.7 Comércio de máquinas, aparelhos e equipamentos (exceto de tecnologia de informação e comunicação)",PAC,covered,PAC — classe 46.64-8
4665-6/00,4665600,46.65-6,46.6,46,G,Comércio atacadista de máquinas e equipamentos para uso comercial; partes e peças,PAC_3.7,"3.7 Comércio de máquinas, aparelhos e equipamentos (exceto de tecnologia de informação e comunicação)",PAC,covered,PAC — classe 46.65-6
4669-9/01,4669901,46.69-9,46.6,46,G,"Comércio atacadista de máquinas, aparelhos e equipamentos não especificados anteriormente; partes e peças",PAC_3.7,"3.7 Comércio de máquinas, aparelhos e equipamentos (exceto de tecnologia de informação e comunicação)",PAC,covered,PAC — classe 46.69-9
4669-9/99,4669999,46.69-9,46.6,46,G,"Comércio atacadista de máquinas, aparelhos e equipamentos não especificados anteriormente; partes e peças",PAC_3.7,"3.7 Comércio de máquinas, aparelhos e equipamentos (exceto de tecnologia de informação e comunicação)",PAC,covered,PAC — classe 46.69-9
4671-1/00,4671100,46.71-1,46.7,46,G,Comércio atacadista de madeira e produtos derivados,PAC_3.5.2,"3.5.2 Madeira, ferragens, ferramentas, material elétrico e material de construção",PAC,covered,PAC — classe 46.71-1
4672-9/00,4672900,46.72-9,46.7,46,G,Comércio atacadista de ferragens e ferramentas,PAC_3.5.2,"3.5.2 Madeira, ferragens, ferramentas, material elétrico e material de construção",PAC,covered,PAC — classe 46.72-9
4673-7/00,4673700,46.73-7,46.7,46,G,Comércio atacadista de material elétrico,PAC_3.5.2,"3.5.2 Madeira, ferragens, ferramentas, material elétrico e material de construção",PAC,covered,PAC — classe 46.73-7
4674-5/00,4674500,46.74-5,46.7,46,G,Comércio atacadista de cimento,PAC_3.5.2,"3.5.2 Madeira, ferragens, ferramentas, material elétrico e material de construção",PAC,covered,PAC — classe 46.74-5
4679-6/01,4679601,46.79-6,46.7,46,G,Comércio atacadista especializado de materiais de construção não especificados anteriormente e de materiais de construção em geral,PAC_3.5.2,"3.5.2 Madeira, ferragens, ferramentas, material elétrico e material de construção",PAC,covered,PAC — classe 46.79-6
4679-6/02,4679602,46.79-6,46.7,46,G,Comércio atacadista especializado de materiais de construção não especificados anteriormente e de materiais de construção em geral,PAC_3.5.2,"3.5.2 Madeira, ferragens, ferramentas, material elétrico e material de construção",PAC,covered,PAC — classe 46.79-6
4679-6/03,4679603,46.79-6,46.7,46,G,Comércio atacadista especializado de materiais de construção não especificados anteriormente e de materiais de construção em geral,PAC_3.5.2,"3.5.2 Madeira, ferragens, ferramentas, material elétrico e material de construção",PAC,covered,PAC — classe 46.79-6
4679-6/04,4679604,46.79-6,46.7,46,G,Comércio atacadista especializado de materiais de construção não especificados anteriormente e de materiais de construção em geral,PAC_3.5.2,"3.5.2 Madeira, ferragens, ferramentas, material elétrico e material de construção",PAC,covered,PAC — classe 46.79-6
4679-6/99,4679699,46.79-6,46.7,46,G,Comércio atacadista especializado de materiais de construção não especificados anteriormente e de materiais de construção em geral,PAC_3.5.2,"3.5.2 Madeira, ferragens, ferramentas, material elétrico e material de construção",PAC,covered,PAC — classe 46.79-6
4681-8/01,4681801,46.81-8,46.8,46,G,"Comércio atacadista de combustíveis sólidos, líquidos e gasosos, exceto gás natural e GLP",PAC_3.5.1,3.5.1 Combustíveis e lubrificantes,PAC,covered,PAC — classe 46.81-8
4681-8/02,4681802,46.81-8,46.8,46,G,"Comércio atacadista de combustíveis sólidos, líquidos e gasosos, exceto gás natural e GLP",PAC_3.5.1,3.5.1 Combustíveis e lubrificantes,PAC,covered,PAC — classe 46.81-8
4681-8/03,4681803,46.81-8,46.8,46,G,"Comércio atacadista de combustíveis sólidos, líquidos e gasosos, exceto gás natural e GLP",PAC_3.5.1,3.5.1 Combustíveis e lubrificantes,PAC,covered,PAC — classe 46.81-8
4681-8/04,4681804,46.81-8,46.8,46,G,"Comércio atacadista de combustíveis sólidos, líquidos e gasosos, exceto gás natural e GLP",PAC_3.5.1,3.5.1 Combustíveis e lubrificantes,PAC,covered,PAC — classe 46.81-8
4681-8/05,4681805,46.81-8,46.8,46,G,"Comércio atacadista de combustíveis sólidos, líquidos e gasosos, exceto gás natural e GLP",PAC_3.5.1,3.5.1 Combustíveis e lubrificantes,PAC,covered,PAC — classe 46.81-8
4682-6/00,4682600,46.82-6,46.8,46,G,Comércio atacadista de gás liqüefeito de petróleo (GLP),PAC_3.5.1,3.5.1 Combustíveis e lubrificantes,PAC,covered,PAC — classe 46.82-6
4683-4/00,4683400,46.83-4,46.8,46,G,"Comércio atacadista de defensivos agrícolas, adubos, fertilizantes e corretivos do solo",PAC_3.5.3,"3.5.3 Produtos químicos, adubos e fertilizantes",PAC,covered,PAC — classe 46.83-4
4684-2/01,4684201,46.84-2,46.8,46,G,"Comércio atacadista de produtos químicos e petroquímicos, exceto agroquímicos",PAC_3.5.3,"3.5.3 Produtos químicos, adubos e fertilizantes",PAC,covered,PAC — classe 46.84-2
4684-2/02,4684202,46.84-2,46.8,46,G,"Comércio atacadista de produtos químicos e petroquímicos, exceto agroquímicos",PAC_3.5.3,"3.5.3 Produtos químicos, adubos e fertilizantes",PAC,covered,PAC — classe 46.84-2
4684-2/99,4684299,46.84-2,46.8,46,G,"Comércio atacadista de produtos químicos e petroquímicos, exceto agroquímicos",PAC_3.5.3,"3.5.3 Produtos químicos, adubos e fertilizantes",PAC,covered,PAC — classe 46.84-2
4685-1/00,4685100,46.85-1,46.8,46,G,"Comércio atacadista de produtos siderúrgicos e metalúrgicos, exceto para construção",PAC_3.5.4,3.5.4 Produtos siderúrgicos e metalúrgicos,PAC,covered,PAC — classe 46.85-1
4686-9/01,4686901,46.86-9,46.8,46,G,Comércio atacadista de papel e papelão em bruto e de embalagens,PAC_3.5.5,3.5.5 Papel e papelão em bruto e de embalagens,PAC,covered,PAC — classe 46.86-9
4686-9/02,4686902,46.86-9,46.8,46,G,Comércio atacadista de papel e papelão em bruto e de embalagens,PAC_3.5.5,3.5.5 Papel e papelão em bruto e de embalagens,PAC,covered,PAC — classe 46.86-9
