cnpj,razao_social,sigla_uf,cnae_secao,archetype,headcount,receita_point_brl,receita_pia_brl,convergencia_pct,confidence
50781434000144,MINERACAO HORICAL LTDA,SP,C,labor_intensive_midcap,269,249006917.36688426,241869918.92000002,2.866184812194861,alta
33565527000112,LACTMILK INDUSTRIA E COMERCIO DE LATICINIOS LTDA,RJ,C,labor_intensive_midcap,205,248783182.4443542,232253841.85000002,6.644074744904162,alta
07740586000170,ORTHOMETRIC - INDUSTRIA E COMERCIO DE PRODUTOS MEDICOS E ODONTOLOGICOS LTDA,SP,C,labor_intensive_midcap,483,246760029.62271902,189566371.68,23.177845305888727,alta
74372285000128,KAWAGRAF EMBALAGENS LTDA,SP,C,standard,216,244601720.58693045,225073296.0,7.9837641943283595,alta
55295125000188,ARTERRA PAISAGISMO LTDA,SP,G,labor_intensive_midcap,117,241453113.35803923,208431427.23,13.676231243733422,alta
59160689000164,LUCHETI LUBRIFICANTES LTDA,SP,C,standard,73,234700275.83622587,204133188.64999998,13.023882088470847,alta
11500075000158,PREMAG - ACO E ESTRUTURAS PRE-MOLDADAS DE CONCRETO LTDA,RJ,G,labor_intensive_midcap,100,231481474.4487708,178146519.0,23.040701453875677,alta
28266449000115,AGRO COMERCIAL AMAZON LTDA,SP,G,labor_intensive_midcap,100,229985586.6552732,178146519.0,22.540137583915246,alta
03523294000124,COMERCIO DE HORTIFRUTIGRANJEIRO SITIO VERDE LTDA,SP,G,labor_intensive_midcap,100,229985586.6552732,178146519.0,22.540137583915246,alta
01681499000102,LTM INDUSTRIA E COMERCIO DE CHICOTES ELETRICOS LTDA,SP,C,standard,303,229522994.5312167,195141699.03,14.979455793280275,alta
06885217000102,SOLEFER INDUSTRIA E COMERCIO DE ESTAMPOS E MOLDES LTDA,SP,C,labor_intensive_midcap,291,229339285.90511504,180250509.96,21.404433937857736,alta
60433778000116,SOLVENTEX INDUSTRIA QUIMICA LIMITADA,SP,C,labor_intensive_midcap,159,228101664.62455833,175410790.68,23.09973231948322,alta
13373000000189,TMA MAQUINAS E EQUIPAMENTOS AGRICOLAS LTDA,SP,C,family_mature_sweet_spot,200,227440669.61304867,198265240.0,12.827710040902387,alta
07223780000188,MALCON METALURGICA LTDA,SP,C,labor_intensive_midcap,363,225281665.42694837,219258965.96999997,2.673408617400943,alta
46270518000146,SPAAL INDUSTRIA E COMERCIO LTDA,SP,C,standard,404,224995660.695957,250244694.24,11.222009111616929,alta
05304298000147,ALUX DO BRASIL INDUSTRIA E COMERCIO LTDA.,SP,C,capital_intensive,86,222449195.53949085,174877779.3,21.38529479691717,alta
09287935000175,ORNNA DISTRIBUIDORA LTDA,SP,G,labor_intensive_midcap,118,222334712.91047394,210212892.42,5.4520593441272345,alta
07777870000110,LUKMA COMERCIO DE ELETRO ELETRONICOS IMPORTACAO E EXPORTACAO LTDA,SP,G,family_mature_sweet_spot,97,219139264.5716289,172802123.43,21.145065550990253,alta
33191990000141,CAPRICHOSA AUTO ONIBUS LTDA,RJ,H,standard,816,216089817.11571383,175264127.52,18.892926164055243,alta
33474997000170,RENASCER TERCEIRIZACAO E SERVICOS LTDA,SP,G,labor_intensive_midcap,108,215818720.14946023,192398240.51999998,10.85192221195684,alta
50770445000129,PALETRANS EQUIPAMENTOS LTDA,SP,C,labor_intensive_midcap,370,215695619.9268462,215044784.4,0.3017379430639032,alta
13848752000159,CP PLACAS ELETRONICAS LTDA,SP,C,labor_intensive_midcap,184,213981909.77463272,199464072.08,6.784609834505637,alta
01230247000167,FERLAGOS DISTRIBUIDORA LTDA,RJ,G,labor_intensive_midcap,90,211812466.12527883,160331867.1,24.30480130231337,alta
11358358000107,PAPER BOX SAQ INDUSTRIA DE EMBALAGENS LTDA,RJ,C,labor_intensive_midcap,264,210247067.70064038,167228276.16,20.46106612145124,alta
20963304000161,TOP GRILL COMERCIO ATACADISTA DE CARNES E SEUS DERIVADOS LTDA,RJ,G,labor_intensive_midcap,106,207867766.04994383,188835310.14,9.156040049697253,alta
04038350000106,STARCAST INDUSTRIAL LTDA,SP,C,labor_intensive_midcap,105,207273355.93118674,213513567.75,3.010619377863969,alta
18625207000117,"AQUA DO BRASIL INDUSTRIA, COMERCIO, IMPORTACAO E EXPORTACAO DE PRODUTOS AGRICOLAS LTDA",SP,C,labor_intensive_midcap,51,205249915.28807712,168772866.9,17.772016293833786,alta
64949480000114,L'ESSENCE INDUSTRIA E COMERCIO LTDA,SP,C,labor_intensive_midcap,128,202907235.95054972,211038931.2,4.007592539199554,alta
35503800000100,TOP PAPER & BOX INDUSTRIA DE PAPEL E EMBALAGENS LTDA,RJ,C,labor_intensive_midcap,201,201372004.20347476,183334389.39000002,8.957359730724425,alta
16977024000135,BFA ALIMENTOS LTDA,SP,G,labor_intensive_midcap,92,199756485.88850936,163894797.48,17.952702886716256,alta
44395752000174,FRIGORIFICO TRIANGULO DO SOL LTDA,SP,C,labor_intensive_midcap,170,197766987.1413221,162888850.7,17.635975015586695,alta
43189012000119,FS ATACADISTA DE SORVETES E ACAI SOCIEDADE UNIPESSOAL LTDA,SP,G,labor_intensive_midcap,96,195900014.0839738,171020658.24,12.700027593315582,alta
07655264000122,COTHERPACK INDUSTRIA E COMERCIO DE EMBALAGENS LTDA.,RJ,C,labor_intensive_midcap,107,192593389.83699495,157613808.75,18.162399611222675,alta
05477854000187,QUALI BANANAS LTDA,RJ,G,labor_intensive_midcap,84,191077503.439271,149643075.96,21.684618405347674,alta
52742277000193,PRODUTOS QUIMICOS GUACU INDUSTRIA E COMERCIO LTDA,SP,C,family_mature_sweet_spot,102,190416274.7341407,143179202.34,24.807266322215956,alta
50873658000186,FERROFIX INDUSTRIA E SERVICOS METALURGICOS LTDA,SP,C,labor_intensive_midcap,120,190367621.41280803,196255184.4,3.0927333879036727,alta
00075511000172,CONSIGLIO & NATHAN LTDA,SP,G,labor_intensive_midcap,80,189599843.84793678,142517215.2,24.83263049820763,alta
04810807000140,MAILA COSMETICOS LTDA,SP,C,standard,180,189402540.17028165,202958931.60000002,7.157449640079036,alta
11001107000170,ROMANATO ALIMENTOS LTDA,SP,C,labor_intensive_midcap,269,188900848.73137632,182920949.57,3.1656285302772544,alta
03670607000177,RV DISTRIBUIDORA DE GENEROS ALIMENTICIOS LTDA,SP,G,labor_intensive_midcap,96,187147020.74067807,171020658.24,8.61694855566186,alta
62328190000128,CENTRO DE ALIMENTOS LTDA,SP,G,labor_intensive_midcap,99,186537258.20401472,176365053.81,5.453175677584708,alta
11441067000188,TRENAMAR COMERCIO DE MATERIAIS DE CONSTRUCAO LTDA,RJ,G,labor_intensive_midcap,91,184929395.10533646,162113332.29,12.337715592667328,alta
61733242000189,GREENWOOD INDUSTRIA E COMERCIO LIMITADA,SP,C,labor_intensive_midcap,190,184097095.60483328,214234427.8,16.370346363234813,alta
52930484000171,GCABE PRODUTOS ELETRICOS LTDA,SP,C,standard,168,183589771.10517046,187715172.96,2.247076092527121,alta
45972312000103,EMIBRA IND E COM DE EMBALAGENS LTDA,SP,C,labor_intensive_midcap,165,182844877.59808365,171930990.0,5.968932650152641,alta
57607673000121,ATI GEL FRUTAS CONGELADAS ATIBAIA LTDA,SP,C,labor_intensive_midcap,211,181378787.96353203,152328662.69,16.0162748906299,alta
51212892000125,CITEL ANALISE E PROGRAMACAO DE SISTEMAS LTDA,SP,J,labor_intensive_midcap,346,180754612.89915133,146572973.26,18.910521336582622,alta
09170450000105,"FOSFERPET - INDUSTRIA, COMERCIO, IMPORTACAO E EXPORTACAO DE RACAO ANIMAL LTDA",SP,C,capital_intensive,162,180642227.81631538,156943502.1,13.119150490334547,baixa
03786147000147,RIO CHEN'S IMPORTADORA E EXPORTADORA LTDA,RJ,G,labor_intensive_midcap,81,179703097.30875537,144298680.39,19.701617528564675,alta
67506865000103,CASA LUANDA SUPERMERCADOS LTDA,SP,G,labor_intensive_midcap,88,179266869.96846497,156768936.72,12.549967125784372,alta
11613991000102,VERTAS AMBIENTAL LTDA,SP,G,labor_intensive_midcap,99,178251186.1447015,176365053.81,1.0581317159765635,alta
19949583000120,A C GARCIA - COMERCIO E INDUSTRIA DE EMBALAGENS LTDA,SP,G,labor_intensive_midcap,98,178197315.68157956,174583588.62,2.0279357451359803,alta
14943817000108,ARRICO AGRONEGOCIO EM BENEFICIAMENTO E COMERCIO DE VEGETAIS LTDA,SP,G,labor_intensive_midcap,81,177319315.22790876,144298680.39,18.622130812690827,alta
61974911000104,STETSOM INDUSTRIA ELETRONICA LTDA.,SP,C,labor_intensive_midcap,349,176149955.54530334,155363146.89,11.80063235948832,alta
40166597000163,PERFUMARIA MARCIA LTDA,RJ,C,labor_intensive_midcap,129,174996701.3920153,145453900.98000002,16.881918445900066,alta
52938438000119,CASA DA UVA COMERCIO DE FRUTAS LTDA,SP,G,labor_intensive_midcap,77,173129016.0468071,137172819.63,20.768440344561313,alta
69308518000193,TEC BOR BORRACHA TECNICA LIMITADA,SP,C,labor_intensive_midcap,363,171968722.08491048,154985144.16,9.8759691407864,alta
05389365000173,R. GONCALVES SUPRIMENTOS MEDICOS LTDA,SP,G,capital_intensive,76,170993518.89109868,135391354.44,20.820768343724637,alta
29270061000150,"COMZ COMERCIO, IMPORTACAO E EXPORTACAO LTDA.",SP,G,labor_intensive_midcap,81,169745394.46729937,144298680.39,14.991107215107135,alta
51125349000190,INSTITUTO RENOVATEC BEAUTY LTDA,SP,C,labor_intensive_midcap,130,168873446.30026478,146581450.60000002,13.200414978580206,alta
53398145000159,ALMEIDA INDUSTRIA E COMERCIO DE METAIS LTDA,SP,C,labor_intensive_midcap,99,168727189.17316553,201312792.45000002,19.312597712625752,alta
61270369000109,DRIVEWAY INDUSTRIA BRASILEIRA DE AUTO PECAS LTDA,SP,C,standard,148,167251443.1800264,130678192.48,21.867225779725935,alta
16726055000113,IMPERIO PESCADOS LTDA,SP,G,labor_intensive_midcap,74,166339702.76056957,131828424.06,20.747469261890725,alta
50373604000151,ICDER INDUSTRIA E COMERCIO DISCOS E REBOLOS LTDA,SP,C,labor_intensive_midcap,140,166319115.29249182,132699161.0,20.21412525756114,alta
62970991000192,ENVASAMENTO TECNOLOGIA DE AEROSOIS LTDA,SP,C,labor_intensive_midcap,141,165964429.2034197,150967789.14000002,9.03605678361268,alta
64810955000197,INCESA INDUSTRIA DE COMPONENTES ELETRICOS LTDA,SP,C,labor_intensive_midcap,250,164521098.34352842,151004797.5,8.215542553275263,alta
09566851000170,INTERNACIONAL FIBER DO BRASIL INDUSTRIA E COMERCIO DE FIBRAS LTDA,SP,C,capital_intensive,231,163925783.63184854,132618987.27000001,19.098152632387997,baixa
72681794000107,LATICINIOS LUSO BRASILEIRO LIMITADA,SP,G,labor_intensive_midcap,75,163053823.39154887,133609889.25,18.057800503606565,alta
49945795000108,GRAZIELA GONCALVES DA SILVA LTDA,SP,G,labor_intensive_midcap,96,162140488.37855816,171020658.24,5.476836754499493,alta
67290858000109,VIDROBENS INDUSTRIA E COMERCIO LTDA,SP,G,labor_intensive_midcap,79,161927830.1109302,140735750.01,13.087361256191956,alta
14373705000169,NOVA RESINA FLORESTAL LTDA,SP,G,labor_intensive_midcap,74,160264314.24834788,131828424.06,17.74312037069164,alta
55915516000158,DELTEC EQUIPAMENTOS INDUSTRIAIS LIMITADA,SP,C,labor_intensive_midcap,251,159721183.37981656,126602966.78999999,20.73501829188276,alta
06218670000165,DI FIORENA INDUSTRIA COSMETICA LTDA,SP,C,labor_intensive_midcap,155,159471857.3062927,174770191.10000002,9.593124487365987,alta
02711341000109,EMPLACA COMERCIO DE PLACAS E SERVICOS DE EMPLACAMENTO E LACRACAO LTDA,RJ,G,standard,171,159466374.0454464,122381539.92,23.255582468362622,alta
27854505000170,ALIANZA COMERCIO DE ALIMENTOS LTDA,SP,G,labor_intensive_midcap,91,159402286.02871332,162113332.29,1.700757453878881,alta
45175387000155,DAIDO INDUSTRIAL E COMERCIAL LTDA,SP,C,family_mature_sweet_spot,192,157987245.4017431,118855618.56,24.768851904617968,alta
04646199000180,H R S TECNOLOGIA INDUSTRIAL LTDA.,SP,C,labor_intensive_midcap,211,156640469.18461263,135890754.11,13.246714072439039,alta
96370416000170,"AF DATALINK CABOS, CONEXOES E SISTEMAS LTDA.",SP,C,labor_intensive_midcap,119,154971104.0463259,132964914.17999999,14.200189126708121,alta
49343692000160,APICE ARTES GRAFICAS LTDA,SP,C,family_mature_sweet_spot,124,154736031.2172193,129208744.0,16.497312885958635,alta
05658781000120,METALURGICA PLAXTEX INDUSTRIA E COMERCIO LTDA,SP,C,labor_intensive_midcap,201,154292061.04558453,129450434.01,16.100392247819695,alta
07510982000100,SERRA AZUL PRODUTORA E DISTRIBUIDORA DE LEGUMES LTDA,RJ,G,labor_intensive_midcap,86,153911284.53275916,153206006.34,0.45823683097716056,alta
09165609000195,WWW DISTRIBUIDORA E IMPORTADORA LTDA,SP,G,labor_intensive_midcap,93,153719322.64215985,165676262.67,7.778423572470755,alta
01585178000104,A ABREU BENEFICIAMENTOS LTDA,RJ,C,standard,219,153699558.3035293,144375169.65,6.0666333439392695,alta
33839828000197,NEVE INDUSTRIA E COMERCIO DE PRODUTOS CIRURGICOS LTDA.,SP,C,standard,408,153600137.67062792,160130599.68,4.2515990600058355,alta
04429716000160,COLOR TRASH RECUPERADORA DE PAPEL LTDA,SP,G,labor_intensive_midcap,73,152723376.9292641,130046958.86999999,14.848033428285834,alta
09641405000183,T T F ALIMENTOS SOROCABA LTDA,SP,G,labor_intensive_midcap,68,152188602.7617963,121139632.92,20.401639333264498,alta
29616029000184,PETRUS DISTRIBUIDORA DE PRODUTOS DE BELEZA LTDA,RJ,G,labor_intensive_midcap,67,150924935.87485602,119358167.72999999,20.91554186316208,alta
61014585000193,LOPSA INDUSTRIA E COMERCIO DE TORNEADOS LTDA,SP,C,labor_intensive_midcap,203,150701494.04965103,130738498.03,13.246714072439053,alta
63106249000104,GRAFICA E EDITORA SARAPUI LTDA,SP,C,labor_intensive_midcap,160,149522262.51921514,166720960.0,11.502432608371382,alta
11041102000171,BTL INDUSTRIA E COMERCIO DE ACO LTDA,SP,C,labor_intensive_midcap,153,148735628.85831806,177076643.04,19.054623562104876,alta
15411690000149,M.P. COMERCIO E TRANSPORTES DE APARAS LTDA,SP,G,labor_intensive_midcap,64,148459701.2440844,114013772.16,23.20220827297195,alta
10362443000186,W&C ALIMENTOS LTDA,SP,G,standard,78,148404455.7982811,138954284.82,6.367848544336339,alta
04405310000147,EXPRESSO RODA BRASIL LTDA.,SP,H,standard,562,147985689.1000945,120708872.14,18.432064023194172,alta
08457474000179,A D COMERCIO DE BEBIDAS E CONDIMENTOS LTDA,SP,G,labor_intensive_midcap,74,147922307.31798255,131828424.06,10.879956883978418,alta
05167596000132,TURIN PRODUTOS SIDERUGICOS LTDA,SP,C,labor_intensive_midcap,96,147265046.41446295,157004147.52,6.6133147971361215,alta
67742023000142,SLIP QUIMICA INDUSTRIA E COMERCIO LTDA,SP,C,labor_intensive_midcap,133,146942796.43102002,142402240.82,3.0900157893425697,alta
12039470000148,PURA HORTA COMERCIO DE HORTIFRUTI LTDA,SP,G,labor_intensive_midcap,62,145435941.76176217,110450841.78,24.05533292387316,alta
41372167000160,MUNDIAL TERCEIRIZACAO E SERVICOS LTDA,SP,G,labor_intensive_midcap,64,145368724.37994257,114013772.16,21.56925594118291,alta
01567613000178,DELLY KOSMETIC COMERCIO E INDUSTRIA LTDA,RJ,C,capital_intensive,107,145152302.70500496,120647809.34000002,16.88191844590007,baixa
07016142000196,TECNOPERFIL ALUMINIO LTDA,SP,C,labor_intensive_midcap,74,144533418.6329405,150476228.70000002,4.1117204057505745,alta
05589448000106,RODRILAGOS DISTRIBUIDORA DE BEBIDAS LTDA,RJ,G,labor_intensive_midcap,64,144242956.86130452,114013772.16,20.957130496410382,alta
10573660000115,GOTA D'AGUA LTDA,SP,G,labor_intensive_midcap,67,143777067.5981747,119358167.72999999,16.983862778743102,alta
05958357000109,INBRASC - INDUSTRIA BRASILEIRA DE COMPONENTES LTDA.,SP,C,family_mature_sweet_spot,108,143556137.6887062,179376771.24,24.952352527740018,alta
18816410000170,TRADING CARE INDUSTRIA E COMERCIO DE PRODUTOS AUTOMOTIVOS E PRODUTOS PARA ANIMAIS LTDA,SP,C,labor_intensive_midcap,162,143046621.62057644,110979883.62,22.416983803806115,alta
29913399000183,VIACAO NOSSA SENHORA DA PENHA LTDA,RJ,H,standard,627,142850143.49996206,134669862.69,5.726477138585609,alta
96366174000141,UNIBEER INDUSTRIA DE BEBIDAS LTDA,SP,C,labor_intensive_midcap,137,142618772.98511782,174926355.26999998,22.653106325808476,alta
12574376000199,ALPHA7 DESENVOLVIMENTO DE SOFTWARE LTDA,SP,J,labor_intensive_midcap,269,142514364.09201732,113954132.39,20.04024779114674,alta
53560033000152,TAKAHARU EBISAWA E CIA LTDA,SP,C,labor_intensive_midcap,164,142193325.21782777,111520578.92,21.571157612946877,alta
03305905000168,MOBEL MORETTO DISTRIBUIDORA LTDA,SP,G,labor_intensive_midcap,65,141993865.4971036,115795237.35,18.450535208253775,alta
34747727000159,MFM COMERCIO DE COSMETICOS LTDA,SP,G,labor_intensive_midcap,72,141521765.07023057,128265493.67999999,9.36694888143327,alta
03883810000121,M M DE CARVALHO & CIA. LTDA,SP,G,labor_intensive_midcap,67,140260070.21359652,119358167.72999999,14.902247269494342,alta
46640423000177,SAFRA BROKER E LOGISTICA LTDA,SP,G,labor_intensive_midcap,65,139813771.9213501,115795237.35,17.178947568098888,alta
31648272000126,ATN CONTACT CENTER E CORRETAGEM DE SEGUROS LTDA,RJ,N,standard,792,139621100.24229094,109874405.52,21.305300323998402,alta
60160546000131,DIGICROM ANALITICA LTDA,SP,C,labor_intensive_midcap,208,139487333.88846067,111242699.36000001,20.24888836935268,alta
48628374000182,METALURGICA DELLA ROSA LTDA,SP,C,family_mature_sweet_spot,142,139437765.82482415,125380427.92,10.08144229912892,alta
29766007000109,ATACADISTA BRASILEIRO LTDA,SP,G,standard,82,138026853.14049903,146080145.57999998,5.834583819210472,alta
44003911000148,EMBALAGENS JAGUARE LTDA,SP,C,labor_intensive_midcap,190,137738887.56504482,120353683.6,12.621855942342327,alta
30741805000157,VIACAO SAO JOSE LTDA,RJ,H,standard,600,137653920.20368907,128870682.0,6.380666958625186,alta
66554965000134,J OVIDIO COMERCIO DE ALIMENTOS LTDA,SP,G,labor_intensive_midcap,63,136965211.64890105,112232306.97,18.05780050360656,alta
53929956000139,BUENO GESTAO AMBIENTAL LTDA,SP,G,family_mature_sweet_spot,71,136606816.91539928,126484028.49,7.410163455948425,alta
69183242000164,FLEXMETAL COMPONENTES METALICOS LTDA,SP,C,labor_intensive_midcap,155,136128514.12741062,102183339.25,24.936123849584778,alta
26011559000100,MAG SAC EMBALAGENS LTDA,SP,C,standard,240,135471840.71916747,123555422.4,8.796232675298292,alta
02298244000128,RFR INDY RECYCLING COMERCIO DE RESIDUOS LTDA.,SP,G,labor_intensive_midcap,62,134855706.9523092,110450841.78,18.097020677767688,alta
12833928000136,ARCO FORJADO EXPORTACAO IMPORTACAO INDUSTRIA E COMERCIO LTDA,SP,C,labor_intensive_midcap,208,134188932.05304825,133958658.08,0.17160429666227744,alta
04959007000196,IMPACTO DISTRIBUIDORA DE MATERIAIS PARA CONSTRUCAO LTDA,SP,G,labor_intensive_midcap,69,134149541.05271046,122921098.11,8.370094190854179,alta
52783321000103,INCOMAGRI INDUSTRIA COMERCIO DE MAQUINAS AGRICOLAS LTDA,SP,C,family_mature_sweet_spot,106,133624906.59735577,105080577.19999999,21.361533657319413,alta
05408610000142,CALDEIRARIA CALDLASER LTDA,SP,C,labor_intensive_midcap,201,133586337.31955618,131326803.18,1.691441044716321,alta
60608866000101,ACOS VIC LTDA,SP,C,family_mature_sweet_spot,87,133458948.31310704,142285008.69,6.613314797136121,alta
47080197000180,LOREN-SID LTDA,SP,C,standard,211,133349905.4478966,100239499.91999999,24.8297180389331,alta
07525932000105,SH INDUSTRIA DE METALURGIA E SERVICOS LTDA,RJ,C,standard,155,133339278.04087992,102183339.25,23.36591231679532,alta
07064875000104,SPAN VALE COMERCIO DE PRODUTOS ALIMENTICIOS LTDA,SP,G,labor_intensive_midcap,66,133092816.53931819,117576702.53999999,11.65811529334826,alta
04625459000131,FABRICA AURICCHIO INDUSTRIA E COMERCIO DE METAIS LTDA,SP,C,labor_intensive_midcap,138,132891581.1903312,119118932.46000001,10.363823356579381,alta
04643290000142,FLEXTINTAS - INDUSTRIA E COMERCIO LTDA,SP,C,capital_intensive,107,132078839.63093574,118043739.64,10.626304735984686,baixa
65838344000110,ALPAX COMERCIO DE PRODUTOS PARA LABORATORIOS LTDA,SP,G,labor_intensive_midcap,58,131655950.3790727,103324981.02,21.51894333488176,alta
46142725000115,POLIMAQUINAS INDUSTRIA E COMERCIO LIMITADA,SP,C,standard,214,131427493.66673614,99606115.96000001,24.212116368456638,alta
50106134000160,MS SPICES DISTRIBUIDORA LTDA,SP,G,labor_intensive_midcap,56,130998847.64432193,99762050.64,23.845092965347067,alta
47003579000100,NHEEL QUIMICA LTDA,SP,C,capital_intensive,89,130560350.47728513,124930872.63,4.311782119690735,alta
17400143000193,MAXIMIL ATACADISTA PRODUTOS ALIMENTICIOS LTDA,RJ,G,labor_intensive_midcap,79,130284531.63010436,140735750.01,8.021841310807385,alta
07028841000156,DE SA SERVICOS LTDA,RJ,N,standard,1820,130097829.3782476,102060795.2,21.55073171646275,alta
03893635000153,JORENTI & SOUZA LTDA,SP,G,labor_intensive_midcap,62,129955272.50718948,110450841.78,15.008572065523884,alta
26377641000153,ALFA VET COMERCIO DE PRODUTOS AGROPECUARIOS LTDA,RJ,G,labor_intensive_midcap,69,129904456.53925823,122921098.11,5.375765093284384,alta
28331938000103,SUPERMERCADO MAXIMO DE TREMEMBE LTDA,SP,G,labor_intensive_midcap,65,129743838.48862296,115795237.35,10.750877499162398,alta
30418405000296,MGK SOLUCOES INDUSTRIAIS PARA CALDEIRARIA LTDA,SP,C,labor_intensive_midcap,403,128953842.44845603,103916451.60000001,19.415777283615014,alta
06111433000109,SUCATAS S J LTDA,SP,G,labor_intensive_midcap,61,128723979.04579504,108669376.59,15.579538951837698,alta
03936142000153,FORJAFIX ELEMENTOS DE FIXACAO LTDA,SP,C,labor_intensive_midcap,155,128291588.1070087,112518437.0,12.294766429933212,alta
54150503000172,POLYSER COMERCIO DE COSMETICOS LTDA,SP,G,labor_intensive_midcap,63,128112907.6032016,112232306.97,12.395785038606629,alta
02513332000103,LANTERY INDUSTRIA E COMERCIO LTDA,SP,C,labor_intensive_midcap,86,126865641.72941785,120683152.42,4.873257428204248,alta
00713316000120,GONCALVES TRANSPORTES E DISTRIBUIDORA DE PRODUTOS ALIMENTICIOS LTDA,SP,G,labor_intensive_midcap,55,126551765.53503664,97980585.45,22.57667442587083,alta
03487676000140,POTENCIAL MANUTENCAO E COMERCIO DE EQUIPAMENTOS LTDA,SP,C,labor_intensive_midcap,159,125818251.44824164,112336106.01,10.715572091532232,alta
53031654000149,MAJICPLAST EMBALAGENS LTDA,SP,C,labor_intensive_midcap,195,125759854.61127344,100388780.7,20.174223316093993,alta
29270061000150,"COMZ COMERCIO, IMPORTACAO E EXPORTACAO LTDA.",SP,G,labor_intensive_midcap,60,125737329.23503658,106887911.39999999,14.99110721510714,alta
33263906000158,RODOVIARIA A MATIAS LTDA,RJ,H,labor_intensive_midcap,473,125257945.46045667,101593054.31,18.892926164055247,alta
08404010000102,JS ESPUMAS FLEXIVEIS LTDA,SP,C,family_mature_sweet_spot,172,124899784.2427931,129048767.16000001,3.3218495471070564,alta
30450803000109,ZAMMI INSTRUMENTAL LTDA,RJ,C,labor_intensive_midcap,269,124188707.94418316,103010722.81,17.053068257785274,alta
03101823000100,GUERREIRO ATACADISTA DE ALIMENTOS LTDA,SP,G,labor_intensive_midcap,61,124187965.63510396,108669376.59,12.496049005828423,alta
04758568000127,HELIPARK TAXI AEREO E MANUTENCAO AERONAUTICA LTDA,SP,C,family_mature_sweet_spot,120,123730639.87860793,120689532.0,2.457845430680354,alta
07049373000104,DISTRIBUIDORA DE CIMENTO FRANCANA LTDA,SP,G,labor_intensive_midcap,55,123542528.55285905,97980585.45,20.690804536934895,alta
08762404000124,GRIN AMBIENTAL COMERCIO DE RECICLAVEIS LTDA,SP,G,labor_intensive_midcap,57,123292339.64876606,101543515.83,17.64004469436129,alta
12571333000150,KEHOME COMERCIO DE ARTIGOS DE BAZAR LTDA,RJ,G,labor_intensive_midcap,72,122610162.30830196,128265493.67999999,4.61244913572316,alta
66047275000199,ARAMEFICIO CHAVANTES INDUSTRIA E COMERCIO LTDA,SP,C,labor_intensive_midcap,211,122507230.33717145,139101190.85,13.545290728684087,alta
28503548000173,VIACAO SENHOR DO BONFIM LTDA,RJ,H,standard,523,121710098.34877613,112332277.81,7.705047211368414,alta
04406602000102,ENERBRAX - ACUMULADORES LTDA.,SP,C,labor_intensive_midcap,175,121244933.45563772,94839603.25,21.778501957196557,alta
00901682000103,CROMO AZUL INDUSTRIA E COMERCIO DE ART DE ARAME LTDA,SP,C,labor_intensive_midcap,233,120236642.10809717,117215440.48,2.51271290941491,alta
36749076000161,REBUSS BRASIL SOLUCOES E SERVICOS DE INVENTARIO LTDA,SP,J,labor_intensive_midcap,322,120202055.8486182,136406061.82,13.480639625489463,alta
04753102000210,NOVEMP INDUSTRIA E COMERCIO LTDA,SP,C,labor_intensive_midcap,248,120156153.04860663,149796759.11999997,24.66840467121385,alta
10604541000182,ALLIGARE GERENCIAMENTO E COMERCIO DE RESIDUOS LTDA,SP,G,labor_intensive_midcap,59,120006758.99338618,105106446.21,12.416227976132054,alta
48524730000118,MATRA INDUSTRIA E COMERCIO LTDA,SP,C,labor_intensive_midcap,222,119904230.9693545,114609609.0,4.41570904258392,alta
05674820000182,DBTEC INDUSTRIA E COMERCIO DE MATERIAIS ELETRICOS E ELETRONICOS LTDA,SP,C,labor_intensive_midcap,236,119582179.92747375,142548528.83999997,19.205494436090095,alta
17337846000114,TURP TRANSPORTE URBANO DE PETROPOLIS LTDA.,RJ,H,standard,501,119472558.84458113,107607019.47,9.931602276985389,alta
45252368000185,TSG INDUSTRIA MECANICA LTDA,SP,C,labor_intensive_midcap,206,119466912.86969058,119727636.72,0.21823938029921566,alta
50106134000160,MS SPICES DISTRIBUIDORA LTDA,SP,G,labor_intensive_midcap,51,119302521.96179318,90854724.69,23.845092965347067,alta
02573636000158,CICOPLAST INDUSTRIA E COMERCIO DE PLASTICOS LTDA,SP,C,labor_intensive_midcap,146,119024160.88491139,109541395.38000001,7.967092928368212,alta
07499258000123,M P - COMERCIO E INDUSTRIA DE MATERIAIS HOSPITALARES LTDA,SP,C,labor_intensive_midcap,269,118802708.69518104,105576302.24000001,11.133084927479883,alta
02821683000173,MAX GEAR INDUSTRIA E COMERCIO DE AUTO PECAS LTDA.,SP,C,labor_intensive_midcap,162,118707145.81861125,104333185.62,12.108757311522904,alta
73113367000195,PLASTICOS JUQUITIBA INDUSTRIA E COMERCIO LTDA,SP,C,labor_intensive_midcap,202,118579910.29107581,103992480.52,12.301771636753926,alta
06970556000197,ART FRITAS INDUSTRIA E COMERCIO LTDA,SP,C,labor_intensive_midcap,125,118531317.44236945,90242098.75,23.866450911695818,alta
23112563000177,GY DISTRIBUICAO E TRANSPORTES DE HIGIENICOS LTDA.,SP,G,capital_intensive,59,118372347.64457674,105106446.21,11.206926024994258,alta
60402401000108,METALURGICA PASCHOAL LTDA,SP,C,labor_intensive_midcap,165,117722256.60451998,96225830.25,18.260290767901076,alta
