cnpj,razao_social,sigla_uf,cnae_secao,archetype,headcount,receita_point_brl,receita_pia_brl,convergencia_pct,confidence
29278879000110,PARTHENON SERVICOS TERCEIRIZADOS LTDA,SP,N,labor_intensive_midcap,76,10645150.391130622,10543503.56,0.9548651488786157,alta
15555078000140,ENPRO SOLUCOES EM EQUIPAMENTOS INDUSTRIAIS LTDA.,SP,C,family_mature_sweet_spot,20,10630167.223820621,13184947.0,24.033298088241718,alta
24384144000157,PIONEIRO RENOVADORA DE PNEUS LTDA,SP,C,standard,30,10628653.495259058,10949829.0,3.0217892123795695,alta
03230806000164,RUPOLO D.INDUSTRIA DE MOVEIS LTDA,SP,C,family_mature_sweet_spot,39,10624514.982083088,9738167.4,8.3424757137413,alta
67505479000199,FLORIO PRODUTOS ALIMENTICIOS LTDA,SP,C,family_mature_sweet_spot,48,10621749.06082492,12071412.0,13.648062394184398,alta
39812538000136,STICKY TOYS INDUSTRIA E COMERCIO LTDA,SP,C,standard,8,10617731.842984604,8565548.32,19.32788992350124,alta
10397876000177,C.R.B COMERCIO E SERVICOS DE MANUTENCAO EM GERAL LTDA.,SP,N,standard,28,10617009.664624497,10617192.04,0.0017177659365751532,alta
07308311000161,ISOFLAMA INDUSTRIA E COMERCIO DE EQUIPAMENTOS LTDA.,SP,C,family_mature_sweet_spot,41,10609768.07077248,10039785.209999999,5.372246188327674,alta
00145766000164,ECO PACK INDUSTRIA E COMERCIO DE EMBALAGENS LTDA,SP,G,standard,5,10603957.30172742,8907325.95,15.999982869141066,alta
45154080000178,MUNDIAL PESCADOS IMPORTACAO E EXPORTACAO LTDA,SP,G,standard,5,10592081.361450803,8907325.95,15.905801267561653,alta
05911071000160,CARAMELLE DISTRIBUICAO E REPRESENTACOES LTDA,RJ,G,standard,7,10589429.24511274,12470256.33,17.76136410520241,alta
04236740000182,E.M. GUIMARAES COMERCIO DE FRUTAS LTDA,RJ,G,standard,7,10589429.24511274,12470256.33,17.76136410520241,alta
21127646000104,MERCADO SAO LUCAS DE PORTO DA ROCA LTDA,RJ,G,family_mature_sweet_spot,23,10583367.650821788,8749378.48,17.32897534443472,alta
12979176000116,VITON - EQUIPAMENTOS E MAQUINAS LTDA.,SP,C,standard,25,10579609.576198911,12576764.0,18.877392491818544,alta
53069498000105,UTIL KIKO INDUSTRIA E COMERCIO LTDA,SP,C,family_mature_sweet_spot,30,10570782.6199954,11789107.8,11.525401891247391,alta
38896536000100,CARDEPEL PRODUTOS DE PAPEL LTDA,SP,C,standard,18,10566357.905354567,8921709.719999999,15.564948680388088,alta
01067534000106,TECHNO SOFTWARE LTDA,SP,J,partnership_heavy_services,22,10559810.41406358,9319668.82,11.743975937408464,alta
35774593000128,W G COLCHOES LTDA,RJ,G,standard,22,10559792.33032631,8368970.720000001,20.746824765053027,alta
08952522000103,DEGA - LOGISTICA E TRANSPORTE LTDA,SP,H,family_mature_sweet_spot,41,10556727.97216894,8806163.27,16.5824553477556,alta
03255199000197,PORTCROM INDUSTRIAL E COMERCIAL LTDA,SP,C,standard,36,10530095.333473613,8815421.16,16.28355792775131,alta
38386446000179,DOLAR FER COMERCIO DE SUCATAS FERROSAS E NAO FERROSAS LTDA,SP,G,standard,5,10524637.53510288,8907325.95,15.366910068956315,alta
43905645000186,CEMFER COMERCIO DE SUCATAS LTDA,SP,G,standard,5,10524637.53510288,8907325.95,15.366910068956315,alta
43197120000133,M.D INOX PRODUTOS SIDERURGICOS LTDA,SP,G,standard,5,10524637.53510288,8907325.95,15.366910068956315,alta
63018667000131,BALTAZAR COMERCIO E TRANSPORTE LTDA,SP,G,standard,5,10524637.53510288,8907325.95,15.366910068956315,alta
57535700000106,FUNDICAO DE METAIS CHUI LTDA.,SP,C,standard,22,10516783.816741925,11384921.24,8.254780533532184,baixa
60098548000148,SALES TRANSPORTES & CONSTRUCOES LTDA,SP,H,family_mature_sweet_spot,43,10513781.663256656,9235732.21,12.15594439937017,alta
62246350000190,TRANSPORTADORA GATAO LTDA,SP,H,standard,44,10512207.038224518,9450516.68,10.099595207400283,alta
43002724000187,INTERMEC INDUSTRIA E COMERCIO LTDA,SP,C,standard,17,10508060.142168831,8004347.66,23.82659071507819,alta
39395944000140,PLASJOPE INDUSTRIA E COMERCIO DE SACOS PLASTICOS LTDA,SP,C,standard,23,10492406.335850412,11840727.98,12.850452041136155,alta
32678749000189,UNILOG TRANSPORTES E LOGISTICA LTDA,SP,H,standard,38,10490158.740831207,8161809.86,22.19555431290562,alta
43215544000183,MEGAFRIO LOGISTICA LTDA.,SP,H,standard,38,10490158.740831207,8161809.86,22.19555431290562,alta
28784450000131,KI-GRAOS DISTRIBUIDORA DE ALIMENTOS LTDA,SP,G,standard,5,10483500.78887796,8907325.95,15.034813948315232,alta
30697551000117,PNEUBOM COMERCIO DE PNEUS E PECAS LTDA,RJ,G,standard,11,10482174.337555911,7872496.720000001,24.896338617512438,alta
56777895000120,BELL ART TRES RIOS DECORACOES LTDA,RJ,G,recent_startup,23,10478774.621873006,8749378.48,16.5038012962234,baixa
29336393000190,CHROMAX - SUPERFICIES INDUSTRIAIS LTDA,RJ,C,family_mature_sweet_spot,43,10464333.180600066,10529530.83,0.6230463831255385,alta
33473183000111,BORRACHEIRO NOVA BARRA LTDA,RJ,G,standard,11,10463596.167782757,7872496.720000001,24.762991673557792,alta
40944105000113,BSB INDUSTRIA E COMERCIO DE PLASTICOS LTDA,SP,G,standard,5,10463521.77292376,8907325.95,14.87258168612691,baixa
37606426000101,GELATERIA PIEMONTE LTDA,RJ,C,standard,23,10431783.14464385,8493941.4,18.576323124957078,alta
07598663000107,DMA - INDUSTRIA E TECNOLOGIA LTDA,SP,C,standard,18,10430838.313776935,9626772.06,7.708548724362185,alta
53339511000107,BATATAIS TRATORES E IMPLEMENTOS LTDA,SP,G,standard,6,10425420.361185776,10688791.14,2.5262365419313317,baixa
01200009000109,JLM INDUSTRIA E COMERCIO DE ALIMENTOS LTDA,SP,C,family_mature_sweet_spot,40,10425214.526496688,10059510.0,3.507884903156809,alta
22035493000138,TREND AUTO LTDA,RJ,G,standard,15,10421268.531511195,10735222.8,3.0126300607213987,alta
11254180000154,SUA CASA COMERCIO DE VARIEDADES IMPORTACAO E EXPORTACAO LTDA,SP,G,standard,5,10421176.360125696,8907325.95,14.526674895533938,alta
30628488000167,LAPTECH HEALTHCARE LTDA,SP,C,standard,22,10402222.519027041,8634493.120000001,16.993766435909528,baixa
28793099000145,"PANIL PADARIA, LANCHONETE E MERCEARIA LTDA",RJ,G,standard,22,10401285.619743224,8368970.720000001,19.539074053361063,alta
43472117000180,HELENO TUR TRANSPORTES LTDA,SP,H,labor_intensive_midcap,50,10397902.021152262,10739223.5,3.2825994912569314,alta
34636601000107,BETIOL MEDEIROS E CIA. LTDA.,SP,N,labor_intensive_midcap,97,10386651.583366519,8209120.67,20.964705476918848,alta
15500776000148,ZUIKO INDUSTRIA DE MAQUINAS LTDA.,SP,C,standard,16,10385794.606244924,8049128.96,22.49866991245811,baixa
57375586000196,METALURGICA TWO LTDA,SP,C,family_mature_sweet_spot,21,10383854.232368398,12246923.85,17.94198547032823,alta
27513462000169,VIACAO SC MIRIM-GUACU LTDA.,SP,H,standard,40,10378955.020322552,8591378.8,17.223084759712137,alta
71581763000111,CAMBARA INDUSTRIA METALURGICA LTDA,SP,C,standard,19,10370587.475574741,12236608.19,17.993394480497766,alta
07569754000106,TRANSPORTADORA MADEMIL LTDA,SP,H,labor_intensive_midcap,51,10355760.212219153,10954007.97,5.776956452457763,alta
04088710000176,CALMART COMPONENTES PARA CALCADOS E VESTUARIO LTDA,SP,C,labor_intensive_midcap,53,10355471.686866354,8449739.120000001,18.403145935721664,alta
08773664000103,M. C. BORRACHAO COMERCIO DE PNEUS LTDA,RJ,G,standard,11,10340280.609277448,7872496.720000001,23.86573423416881,alta
17433664000147,DSM DISTRIBUIDORA DE MARILIA LTDA,SP,G,standard,5,10339180.496136157,8907325.95,13.848820481190499,alta
04484566000197,"SIATEC INDUSTRIA, COMERCIO E EXPORTACAO DE MAQUINAS LTDA",SP,C,standard,17,10330971.96889182,8004347.66,22.520865567128155,alta
49589229000100,M R POUSA E CIA LTDA,SP,G,standard,6,10322496.140301198,10688791.14,3.548511859149165,alta
29310414000107,SALUTRAN SERVICO DE AUTO TRANSPORTE LTDA,RJ,H,family_mature_sweet_spot,43,10322460.022523027,9235732.21,10.527798704493376,alta
44683019000155,TEXTIL PILOTTO LTDA,SP,C,family_mature_sweet_spot,31,10318846.405545654,9122022.180000002,11.598430468956717,alta
15140938000184,MONO TEXTIL DO BRASIL LTDA,SP,C,standard,48,10315970.458668737,12625564.32,22.38852728964982,alta
07618928000183,FRAY INDUSTRIA E COMERCIO DE PRODUTOS DE FERRO E ACO LTDA,SP,C,standard,18,10315594.058901664,11866452.299999999,15.034114683487848,alta
07600494000194,AGRICEF - SOLUCOES TECNOLOGICAS PARA AGRICULTURA LTDA,SP,C,standard,23,10311218.551396541,12711983.62,23.283039309435456,alta
45461761000189,PROTEGE INDUSTRIA E COMERCIO DE MATERIAIS CONTRA INCENDIO LTDA,SP,C,standard,18,10294756.127272084,11760609.24,14.2388328058077,alta
62050323000147,PRICEMAQ INDUSTRIAL E COMERCIO IMPORTACAO E EXPORTACAO LTDA,SP,C,standard,18,10294756.127272084,11760609.24,14.2388328058077,alta
45333263000150,SANTO ANDRE COMERCIO E DISTRIBUICAO DE MILHO VERDE E HORTIFRUTIS LTDA,SP,G,standard,7,10291720.357399764,12470256.33,21.167850436529452,baixa
57580508000123,SERRARIA CIDADE AZUL LTDA,SP,C,standard,38,10283076.203304127,11338285.72,10.261613313308104,alta
04032049000187,CONNECTORS HUB SOCIAL E CONTENT LTDA,SP,J,partnership_heavy_services,17,10281361.88846778,7820936.53,23.930928462186966,baixa
14005602000146,VICK POWER INDUSTRIA E COMERCIO DE FERRAGENS LTDA,SP,C,standard,18,10280709.367787683,11866452.299999999,15.424450545999175,alta
04793084000119,TESTONIK INDUSTRIA METALURGICA LTDA,SP,C,standard,18,10280709.367787683,11866452.299999999,15.424450545999175,alta
29044316000167,GBM CONSULTORIA & TECNOLOGIA LTDA,SP,J,partnership_heavy_services,29,10276448.991833156,12285017.99,19.54536046218965,alta
27519883000105,MOTO PECAS DUAS RODAS LTDA,RJ,G,standard,12,10273418.907139936,8588178.24,16.403893215808697,alta
30165638000143,MULT BRAS RECICLAGEM E TRANSPORTE LTDA,RJ,G,standard,5,10256448.514571786,8907325.95,13.153895938297053,alta
65017329000100,"FASA INDUSTRIA, COMERCIO E IMPORTACAO LTDA",SP,C,family_mature_sweet_spot,27,10236931.992885686,12678916.23,23.85464940874286,baixa
08646237000156,VIACAO CANA VERDE LTDA,SP,H,labor_intensive_midcap,59,10233636.534678867,12672283.73,23.82972257278491,alta
35126228000107,TRANSRAMPAZO TRANSPORTES LTDA.,SP,H,standard,43,10231914.73575255,9235732.21,9.736032321220096,alta
10405500000167,PRETO DISTRIBUIDORA DE FRIOS LTDA,SP,G,standard,5,10228621.512134174,8907325.95,12.917630792836816,baixa
60332954000123,ALCANCE TRANSPORTES RODOVIARIO ESPECIALIZADO LTDA,SP,H,standard,37,10214101.931861965,7947025.39,22.195554312905628,alta
00293344000136,LUBEKA INDUSTRIA E COMERCIO LTDA,SP,C,standard,39,10203745.666035242,11317784.399999999,10.917939063034545,alta
14665197000192,CITROMIL ARARAS - COMERCIO DE FRUTAS LTDA,SP,G,standard,6,10190922.197402794,10688791.14,4.8854159903614125,baixa
09295306000197,FORT BLIND COMERCIO DE PECAS E MANUTENCAO LTDA,RJ,G,standard,11,10178142.24667949,7872496.720000001,22.652911216992294,alta
02312278000120,AUTO MECANICA VANILDA CAR LTDA,RJ,G,standard,11,10178142.24667949,7872496.720000001,22.652911216992294,alta
49441961000120,P. R. FIORIO INSTRUMENTOS MUSICAIS LTDA,SP,C,standard,35,10171090.72262367,9206140.65,9.487183812816859,alta
06529134000180,POLY VENT EQUIPAMENTOS INDUSTRIAIS LTDA,SP,C,family_mature_sweet_spot,20,10164269.064282363,10667449.399999999,4.950482248505508,baixa
53921193000180,INDUSTRIA E COMERCIO DE FIOS TEXTEIS IPIRANGA LTDA,SP,G,standard,5,10163876.526318673,8907325.95,12.362906741979016,baixa
24725219000116,IMPERIAL RIO RJ MATERIAL DE CONSTRUCAO LTDA,RJ,G,standard,5,10160955.775018487,8907325.95,12.337715592667333,alta
02817545000110,RICH 3.000 COMERCIO LTDA,RJ,G,standard,5,10160955.775018487,8907325.95,12.337715592667333,alta
01734738000145,SPECIAL CLEAR COM DE MATERIAL DE LIMPEZA E CONSTRUCAO L,RJ,G,standard,5,10160955.775018487,8907325.95,12.337715592667333,alta
28392065000149,"BMAK SERVICOS DE MANUTENCAO, LOGISTICA E ADMINISTRACAO LTDA",RJ,N,labor_intensive_midcap,56,10149442.634734409,7768897.359999999,23.454936003948397,alta
11995774000116,V. P. VIOLA COMERCIO DE CARNES E DERIVADOS LTDA,SP,G,standard,6,10146864.347101806,10688791.14,5.340830175314037,baixa
01482680000190,JACARE MECANICA INDUSTRIAL DE OURINHOS LTDA,SP,C,family_mature_sweet_spot,22,10140881.73845919,11734194.34,15.711775786697007,alta
18366017000122,UNIBR LTDA,SP,M,standard,34,10140734.006188141,7974513.34,21.36157663603302,alta
05670917000117,MANULATEX LEAL LTDA.,SP,C,family_mature_sweet_spot,36,10138661.474402057,10447185.6,3.0430459324132655,alta
13034716000151,LATICINIOS RIO DAS OSTRAS PADARIA E CONFEITARIA LTDA,RJ,G,standard,20,10132701.23274445,7608155.2,24.914837364258045,alta
11096353000153,CEREALISTA SAO LUIS HORTIFRUTI LTDA,SP,G,standard,5,10132666.21076742,8907325.95,12.092969760173485,alta
13240636000152,RPX COMERCIAL E SERVICOS LTDA,RJ,M,family_mature_sweet_spot,39,10131345.502154876,9147235.89,9.713513490834567,baixa
12581116000140,INDUSTRIA TEXTIL TATUI LTDA,SP,C,family_mature_sweet_spot,49,10129312.035183564,9817105.9,3.082204735120549,alta
23436614000116,PET ONCO CENTER COMERCIO E SERVICOS LTDA.,SP,M,partnership_heavy_services,35,10124699.553595277,8209057.850000001,18.920479501192037,alta
10353071000121,PIRONDI SOFTWARE LTDA,SP,N,family_mature_sweet_spot,24,10119974.227668017,9100450.32,10.074372569849414,baixa
09210775000166,LUMIGAZ BRASIL COMERCIAL LTDA,SP,G,standard,5,10082729.337826071,8907325.95,11.657591396572188,baixa
56729346000180,ORQUIDEA PALACE PAES E DOCES LTDA,SP,C,standard,48,10079910.437607903,12071412.0,19.75713548963543,alta
16843166000100,EMBALATEX INDUSTRIA E COMERCIO DE MADEIRA LTDA,SP,C,standard,40,10077120.634596633,11855933.600000001,17.651996338084636,alta
46875392000133,DIMPE MAQUINAS AGRICOLAS LTDA,SP,C,standard,11,10075895.731263062,10904588.2,8.224504211230625,alta
23230886000165,V R NOGUEIRA ATACADO DISTRIBUICAO E LOGISTICA LTDA,RJ,G,standard,6,10075733.5791386,10688791.14,6.084495546117974,alta
11137073000146,FRIPAN COMERCIO DE ALIMENTOS LTDA,RJ,G,standard,6,10075733.5791386,10688791.14,6.084495546117974,alta
30774731000155,EMPRESA DE TRANSPORTES CONTINENTAL LIMITADA,RJ,H,family_mature_sweet_spot,40,10074172.129961492,8591378.8,14.718761113397411,alta
00408186000112,MERCAM TRANSPORTES LTDA,SP,H,standard,43,10064355.214748532,9235732.21,8.233244823615207,alta
07033790000150,"SAWAFISH COMERCIAL, IMPORTADORA E EXPORTADORA DE PRODUTOS DO MAR LTDA",SP,C,standard,22,10053443.239899587,8844059.18,12.029550782162335,alta
58656372000150,PRONAP PRODUTOS NACIONAIS PARA PANIFICACAO LTDA,SP,C,family_mature_sweet_spot,35,10047344.73735144,8802071.25,12.3940555430738,alta
22781010000144,LOGFOOD TRANSPORTES DE JALES LTDA,SP,H,standard,40,10046045.252959652,8591378.8,14.479991044546548,alta
01792593000139,MORFER COMERCIO DE SUCATAS LTDA,SP,G,standard,5,10036280.007805014,8907325.95,11.248730176191277,baixa
33841370000100,TRANSPORTADORA PEDRO ERNESTO LTDA,RJ,H,standard,56,10026085.903877864,12027930.32,19.966360106169333,alta
26397761000112,NPG TRANSPORTES LTDA,SP,H,standard,41,10024768.562640067,8806163.27,12.15594439937018,alta
51066108000118,PADARIA E CONFEITARIA NOVA PAO BOM LTDA,SP,G,family_mature_sweet_spot,20,10024711.631075716,7608155.2,24.10599446656007,alta
49114275000145,AGROCOMERCIAL MINEIRO LTDA,SP,G,standard,5,10022062.80997993,8907325.95,11.122828514603606,alta
10956588000105,CENTER SHIP REPAROS E MONTAGENS INDUSTRIAIS LTDA,RJ,C,standard,38,10021667.745879212,9362413.78,6.5782859958642135,alta
73100810000193,NEW QUALITY RENT A CAR LOC E TRANSP RODOVIARIOS LTDA,SP,H,family_mature_sweet_spot,38,10002832.299951537,8161809.86,18.405011548183765,alta
08635733000104,CORREA & OLIVEIRA TRANSPORTADORA LTDA,SP,H,family_mature_sweet_spot,42,9993963.230269935,9020947.74,9.736032321220115,alta
06007378000101,GARAGEM VERDE SUPERMERCADO LTDA,RJ,G,standard,22,9987573.831401078,8368970.720000001,16.206169173059482,alta
33464413000186,MAQUIMOTOR COMERCIO DE MAQUINAS LTDA,RJ,C,standard,17,9976847.852376578,12010778.63,20.386506918003377,alta
03794604000145,METALMAX LIGAS ESPECIAIS LTDA,SP,C,standard,14,9975677.559797218,12084529.38,21.139935684184753,baixa
39726240000103,"POLO CARGO * SERVICOS, LOGISTICA E SOLUCOES EM TRANSPORTES LIMITADA",SP,H,standard,39,9970387.259245533,8376594.33,15.98526604638762,alta
71666838000167,EXITO-NATURAVENE COMERCIAL DE COSMETICOS E PRODUTOS NATURAIS LTDA,SP,C,standard,11,9969891.247987,12403045.82,24.40502620832773,alta
08332794000100,IMPERIUM LOGISTICA LTDA,SP,H,family_mature_sweet_spot,45,9969700.152622547,9665301.15,3.0532413007674455,alta
43507176000147,MCT INSTALACOES E SERVICOS LTDA,SP,C,standard,15,9953781.82223778,10597745.85,6.469541318692931,alta
67511477000102,JE DISTRIBUIDORA DE FRANGOS LTDA,SP,G,standard,5,9952017.767543169,8907325.95,10.497286499530336,baixa
15271358000126,GAMELAO - BENEFICIAMENTO E COMERCIO DE CEREAIS LTDA.,SP,G,standard,5,9951586.31639723,8907325.95,10.493406108296545,alta
02910587000100,AMERIC CENTER FITNESS LTDA,SP,G,standard,5,9949683.599107478,8907325.95,10.476289408850969,alta
16837386000120,CASTELLAR AUTO PECAS LTDA,RJ,G,standard,11,9945392.84431019,7872496.720000001,20.842777723919717,alta
17467596000137,CENTRO AUTOMOTIVO  PRACA DA BANDEIRA LTDA,RJ,G,standard,11,9945392.84431019,7872496.720000001,20.842777723919717,alta
31190186000112,BMG SERVICOS DE MONITORAMENTO E COMERCIO VAREJISTA LTDA,RJ,G,standard,11,9945392.84431019,7872496.720000001,20.842777723919717,alta
29711769000108,MIRLENA AUTO PECAS LTDA,RJ,G,standard,11,9945392.84431019,7872496.720000001,20.842777723919717,alta
00737906000193,BABY TRANSPORTE LTDA,SP,H,family_mature_sweet_spot,36,9938045.122892722,7732240.92,22.19555431290562,alta
64788334000154,DIV DESIGN INDUSTRIA E COMERCIO DE PAREDES DIVISORIAS LTDA,SP,C,standard,39,9924314.86206489,9738167.4,1.8756706599105184,alta
07651877000191,CONTELESIS SOLUCOES TECNOLOGICAS LTDA.,SP,J,partnership_heavy_services,28,9922088.681769945,11861396.68,19.545360462189628,alta
44786091000108,FY MOTORS COMERCIO DE VEICULOS LTDA,SP,G,standard,11,9909089.58765131,7872496.720000001,20.55277479970822,alta
28695755000177,FIBERNETT TELECOMUNICACOES LTDA,SP,J,partnership_heavy_services,12,9901379.197166873,8401889.76,15.144248162881482,baixa
12842796000109,GARRA - CONSULTORIA AMBIENTAL LTDA,SP,M,family_mature_sweet_spot,38,9893918.329819307,8912691.38,9.917475737211044,alta
31104928000140,JORMANIA ROUPAS LTDA,RJ,G,standard,22,9881895.494162146,8368970.720000001,15.310066525758389,alta
03502394000174,BALAFRE PRESTACAO DE SERVICOS E LOCACOES DE CAMINHOES LTDA,SP,H,family_mature_sweet_spot,41,9876480.311648468,8806163.27,10.837029061720704,alta
61207296000100,CAMERA PRESS LETTERA EDITORA LTDA,SP,M,family_mature_sweet_spot,32,9875546.966179097,7505424.32,23.999912655937784,alta
54045596000175,PAES E DOCES ARTUR PRADO LTDA,SP,C,standard,47,9869912.303491073,11819924.25,19.757135489635417,alta
15254971000135,HITS INDUSTRIA E COMERCIO DE CALCADOS LTDA,SP,C,labor_intensive_midcap,59,9869591.969533693,8189348.68,17.024445333914645,alta
39433583000180,MARITIMA CONFECCOES DE ROUPAS LTDA,RJ,C,labor_intensive_midcap,55,9866598.301824836,10754310.05,8.997140868813739,alta
16897017000123,ATOS PHARMA PRODUTOS HOSPITALARES LTDA,RJ,G,standard,6,9863654.83601535,10688791.14,8.365421516695976,alta
32212047000105,LA HORT FRUT LTDA,RJ,G,standard,20,9863307.885913055,7608155.2,22.864060536261903,alta
39619016000112,ADCO COMERCIO DE ADITIVOS LTDA,SP,G,standard,6,9860293.376033638,10688791.14,8.402364233706312,baixa
62107438000120,DESCASK DISTRIBUIDORA DE FRUTAS LTDA,SP,G,standard,5,9854779.142846324,8907325.95,9.614149430574399,alta
05766885000158,SKI PRODUTOS ELETRICOS LTDA,SP,C,standard,22,9845029.473320035,10451511.84,6.160290005464461,alta
05004439000106,CUB ENGENHARIA E COMERCIO LTDA,RJ,M,family_mature_sweet_spot,39,9844632.2612987,9147235.89,7.084026632871897,alta
66941584000108,VAROGLASS INDUSTRIA E COMERCIO DE FIBERGLASS LTDA,SP,C,family_mature_sweet_spot,21,9839605.04074178,9704319.66,1.3749066164914057,baixa
02009507000131,BRASCON TUBOS E CONEXOES LTDA,SP,C,family_mature_sweet_spot,20,9839519.587202564,10061411.2,2.255106164797224,alta
29650973000158,US SERVICE LTDA,SP,C,labor_intensive_midcap,60,9837995.758713808,7975860.600000001,18.92799310331536,alta
12609440000120,TRANSPORTES E LOGISTICA SANTA LUZIA LTDA,RJ,H,standard,48,9831296.942524258,10309654.56,4.865661369728913,alta
18591633000187,BPJ LTDA,SP,G,standard,5,9827900.352099348,8907325.95,9.366948881433295,alta
27514567000132,JETMAQ TECNOLOGIA COMERCIAL DE MAQUINAS LTDA,SP,C,standard,15,9810989.779638233,9800507.700000001,0.10684018507476276,alta
02897731000107,TECNOCRIMPER INDUSTRIA E COMERCIO LTDA,SP,C,standard,15,9808401.48408013,9800507.700000001,0.08047982225178485,alta
60229457000102,LUPON COMERCIAL LTDA,SP,G,standard,5,9806333.048338143,8907325.95,9.167617435658038,alta
46339373000192,ALC MORAES COMERCIAL LTDA.,SP,G,standard,5,9805409.559395285,8907325.95,9.159062698556696,baixa
14409887000180,NET GALILEU SERVICOS DE TELECOMUNICACOES LTDA,SP,J,partnership_heavy_services,12,9804881.929863082,8401889.76,14.30911845648991,baixa
03485662000197,TRANSPAREIA COMERCIO DE MATERIAIS DE CONSTRUCAO E TRANSPORTES LTDA,SP,G,standard,5,9803429.101470599,8907325.95,9.14071129801078,alta
16708480000180,MASTER PORT PORTARIA E LIMPEZA LTDA,SP,N,labor_intensive_midcap,89,9802211.251296114,7532079.79,23.15938111409242,alta
17726227000111,DEANCOR INDUSTRIA E COMERCIO DE PRODUTOS QUIMICOS LTDA,SP,C,standard,6,9801828.852297924,8422306.02,14.074137113448087,alta
02981079000104,DOM DIEGO COMERCIO DE FRUTAS LTDA,SP,G,standard,5,9787942.159164047,8907325.95,8.996949459285096,alta
64995160000109,KREITON CALDEIRARIA E USINAGEM LTDA,SP,C,standard,41,9787782.305862423,10039785.209999999,2.574668053115955,alta
12804436000112,GERICKE EQUIPAMENTOS INDUSTRIAIS LTDA.,SP,C,family_mature_sweet_spot,24,9782965.56040102,12073693.44,23.415475250891898,alta
04427579000124,ORIGEM FERRAMENTARIA LTDA,RJ,C,standard,40,9766175.266692484,8879668.0,9.077322928208288,alta
56405889000141,PASTIFICIO GUIDOLIM LTDA,SP,C,family_mature_sweet_spot,20,9765699.985224893,8784359.399999999,10.048850432735218,alta
17808782000192,EXPRESSO FOOD DISTRIBUIDORA DE ALIMENTOS LTDA,SP,G,standard,5,9747240.663576983,8907325.95,8.616948555661875,alta
46249264000184,BAZEN REPRESENTACOES LTDA,SP,G,standard,5,9742786.458312357,8907325.95,8.57517006953959,alta
43038154000185,LLTT INDUSTRIA ALIMENTICIA LTDA,SP,C,standard,48,9742562.301651977,12071412.0,23.903872782554714,alta
03699666000178,LOGIC SOLUTION PROVIDER LTDA,SP,J,family_mature_sweet_spot,23,9741580.814838737,9743290.13,0.01754658913941234,alta
03775162000190,MULT-MANTAS ARTEFATOS E FIBRAS TEXTEIS LTDA,SP,C,family_mature_sweet_spot,42,9739152.54692509,8414662.200000001,13.599646792094514,alta
47946090000171,RADIO NOTICIAS DE AMERICANA LTDA,SP,J,partnership_heavy_services,19,9737626.47439277,8741046.71,10.234319081898393,baixa
07571294000150,DRUMPACK EMBALAGENS INDUSTRIAIS LTDA,SP,C,labor_intensive_midcap,58,9736330.560144769,7872859.100000001,19.139361062501358,alta
11122853000112,ALCOFLAME INDUSTRIA E COMERCIO DE PRODUTOS QUIMICOS E MAQUINAS LTDA,SP,C,standard,11,9721742.918648388,11777628.940000001,21.147298777135763,alta
23265087000124,PRO-POLIMEROS COMERCIO IMPORTACAO E EXPORTACAO DE ARTEFATOS DE PLASTICOS LTDA,SP,G,standard,5,9710980.577745805,8907325.95,8.275730975999505,baixa
53075519000103,VS DISTRIBUIDORA DE FOLHEADOS LTDA,SP,G,standard,5,9707557.02320244,8907325.95,8.243382668675286,alta
03267644000139,HOUSE COMERCIO DE VESTUARIO E ACESSORIOS LTDA,SP,G,standard,5,9697394.76772801,8907325.95,8.147227545662918,baixa
17009816000189,NOVA STEEL FERRO E ACO LTDA,RJ,G,standard,6,9693593.912088742,10688791.14,10.266545482890116,baixa
05005802000108,ABARON EMPACOTADORA LTDA,RJ,G,standard,5,9686703.20324526,8907325.95,8.045846320388469,alta
07741967000173,ZILHOES ARTE EM CONFECCAO LTDA,SP,C,family_mature_sweet_spot,47,9681248.986642078,9190046.77,5.07374841117944,alta
43001379000167,PAPYTEX INDUSTRIA E COMERCIO DE PRODUTOS TEXTEIS LTDA,SP,C,family_mature_sweet_spot,39,9676571.22665168,7813614.9,19.2522359730132,alta
24302595000106,PONTO A PONTO EMBALAGENS E DESCARTAVEIS LTDA.,SP,G,standard,5,9675499.365344416,8907325.95,7.939367120376764,baixa
29957995000165,MASTER DEPOT COMERCIO E DISTRIBUICAO LTDA,RJ,G,standard,5,9672312.52837905,8907325.95,7.909034950375528,alta
02796887000100,FLASH-RIO PRODUTOS PARA PANIFICACAO LTDA,RJ,G,standard,5,9672312.52837905,8907325.95,7.909034950375528,alta
07194472000171,ABM CESTAS BASICAS LTDA.,RJ,G,standard,5,9672312.52837905,8907325.95,7.909034950375528,alta
50686591000170,RECC RADIODIFUSAO E COMUNICACAO LTDA,SP,J,partnership_heavy_services,26,9671545.446418308,11961432.34,23.6765355264883,alta
37647753000101,SS SEABRA RAMOS LTDA,RJ,G,standard,21,9663074.811619895,7988562.96,17.32897534443473,alta
17000788000139,ASTROLOG SERVICOS LTDA,SP,H,standard,35,9661988.313923478,7517456.45,22.195554312905603,alta
69083244000181,J.L FERREIRA TRANSPORTES LTDA,SP,H,standard,35,9661988.313923478,7517456.45,22.195554312905603,alta
07316584000158,S.D.L. TRANSPORTES E DISTRIBUICAO LTDA,SP,H,family_mature_sweet_spot,35,9661988.313923478,7517456.45,22.195554312905603,alta
